,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하,지역
2209,서울 동대문구 00동,고시원 ,  개,  개,00 대,9000 만원,580,0,20000,-선택사항- ,-선택사항-     ,9000,20000,0,580,0,37,20000,580,100,4.5,6.3,17.2,11316,11316,11316,1054,943,777,4488,3156,1164,374,263,97,22,15,5,동대문구
2210,서울 구로구 00동,390, 42 개,  개,00 대,4000 만원,380,0,19000,-선택사항- ,-선택사항-     ,4000,19000,42,380,0,36,19000,380,140,1.7,2.1,2.9,15420,15420,15420,1436,1285,1058,10992,9180,6456,916,765,538,57,48,33,구로구
2211,서울 광진구 00동,420, 37 개,  개,00 대,3000 만원,430,0,16000,-선택사항- ,-선택사항-     ,3000,16000,37,430,0,39,16000,430,123,1.6,2.0,2.9,14712,14712,14712,1370,1226,1010,9804,8076,5484,817,673,457,61,50,34,광진구
2212,서울 강동구 00동,450, 46 개,  개,00 대,6000 만원,350,0,19000,-선택사항- ,-선택사항-     ,6000,19000,46,350,0,38,19000,350,153,1.4,1.6,2.2,17820,17820,17820,1660,1485,1223,13884,11784,8640,1157,982,720,73,62,45,강동구
2213,서울 송파구 00동,390, 38 개,  개,00 대,5000 만원,420,0,19000,-선택사항- ,-선택사항-     ,5000,19000,38,420,0,42,19000,420,126,1.6,2.0,2.8,16272,16272,16272,1516,1356,1117,11640,9720,6852,970,810,571,61,51,36,송파구
2214,서울 강남구 도곡역,300, 40 개, 0 개,1 대,3500 만원,290,30,8천,-선택사항- ,-선택사항-     ,3500,8000,40,290,30,48,8000,320,133,0.5,0.6,0.7,19584,19584,19584,1824,1632,1344,16452,14148,10692,1371,1179,891,205,176,133,강남구
2215,서울 종로구 종로동,390, 55 개, 33 개,1 대,7천 만원,590,40,권리금8천,-선택사항- ,-선택사항-     ,7000,8000,55,590,40,42,8000,630,183,0.5,0.6,0.8,23556,23556,23556,2194,1963,1617,16572,13800,9648,1381,1150,804,207,172,120,종로구
2216,서울 종로구 종로동,440, 50 개, 50 개,1 대,6천 만원,640,40,합3억,-선택사항- ,-선택사항-     ,6000,30000,50,640,40,42,30000,680,166,2.2,2.7,4.0,21420,21420,21420,1995,1785,1470,13788,11268,7488,1149,939,624,45,37,24,종로구
2217,서울 서초구 00,290.3.5 , 29 개,  개,1 대,5000 만원,500, 별도 ,1억2천,-선택사항- ,-선택사항-     ,5000,12000,29,500,0,45,12000,500,96,1.6,1.9,3.2,13308,13308,13308,1239,1109,913,7716,6156,3804,643,513,317,64,51,31,서초구
2218,서울 관악구 신림동,302.95, 37 개, 10 개,00 대,8000 만원,363,0,1억7천,-선택사항- ,-선택사항-     ,8000,17000,37,363,0,33,17000,363,123,2.1,2.6,3.8,12444,12444,12444,1159,1037,854,8076,6612,4416,673,551,368,47,38,25,관악구
2219,서울 마포구 00,543.28, 54 개,  개,00 대,1억5천 만원,954, 별도 ,2억3천,-선택사항- ,-선택사항-     ,15000,23000,54,954,0,40,23000,954,180,2.1,2.7,5.1,22032,22032,22032,2052,1836,1512,11016,8424,4536,918,702,378,47,36,19,마포구
2220,서울 송파구 00동,90평 , 39 개,  개,00 대,2000 만원,295,0,10000,-선택사항- ,-선택사항-     ,2000,10000,39,295,0,42,10000,295,130,0.7,0.9,1.2,16704,16704,16704,1556,1392,1146,13572,11604,8652,1131,967,721,135,116,86,송파구
2221,서울 서초구 서초동,404.23, 50 개, 27 개,00 대,8500 만원,520, 별도 ,2억3천,-선택사항- ,-선택사항-     ,8500,23000,50,520,0,45,23000,520,166,1.3,1.6,2.2,22944,22944,22944,2137,1912,1575,17412,14712,10668,1451,1226,889,75,63,46,서초구
2222,서울 송파구 송파동,300, 40 개, 0 개,1 대,2천 만원,290,30,합9천,-선택사항- ,-선택사항-     ,2000,9000,40,290,30,42,9000,320,133,0.7,0.8,1.0,17136,17136,17136,1596,1428,1176,13716,11700,8676,1143,975,723,152,130,96,송파구
2223,서울 양천구 목동,310.5, 34 개, 25 개,5 대,9천 만원,360, 100만원 ,2억,-선택사항- ,-선택사항-     ,9000,20000,34,360,100,35,20000,460,113,3.0,3.8,6.4,12132,12132,12132,1130,1011,833,6684,5256,3120,557,438,260,33,26,15,양천구
2224,서울 영등포구 영등포동,194.19, 39 개, 38 개,1 대,1억 만원,665, 포함 ,1억7천,-선택사항- ,-선택사항-     ,10000,17000,39,665,0,38,17000,665,130,2.3,3.1,5.9,15108,15108,15108,1407,1259,1037,7344,5568,2904,612,464,242,43,32,17,영등포구
2225,서울 관악구 신림동,240.85, 27 개, 16 개,X 대,4천 만원,245, 45만원 ,1억5천,-선택사항- ,-선택사항-     ,4000,15000,27,245,45,33,15000,290,90,2.7,3.3,5.1,9084,9084,9084,846,757,623,5592,4524,2916,466,377,243,37,30,19,관악구
2226,서울 중랑구 00동,* ,  개,  개,00 대, 만원,320,0,10000,-선택사항- ,-선택사항-     ,0,10000,0,320,0,32,10000,320,100,1.7,2.1,3.3,9792,9792,9792,912,816,672,5904,4752,3024,492,396,252,59,47,30,중랑구
2227,서울 종로구 00동,* ,  개,  개,00 대, 만원,370,0,19000,-선택사항- ,-선택사항-     ,0,19000,0,370,0,42,19000,370,100,2.2,2.6,3.8,12852,12852,12852,1197,1071,882,8724,7212,4944,727,601,412,45,37,26,종로구
2228,서울 동대문구 00동,* ,  개,  개,00 대, 만원, * ,0,20000,-선택사항- ,-선택사항-     ,0,20000,0,0,0,37,20000,0,100,1.7,2.0,2.5,11316,11316,11316,1054,943,777,11448,10116,8124,954,843,677,57,50,40,동대문구
2229,서울 동대문구 00동,535, 61 개,  개,00 대, 만원,738,0,1억5천,-선택사항- ,-선택사항-     ,0,15000,61,738,0,37,15000,738,203,1.0,1.3,2.0,23016,23016,23016,2144,1918,1579,14436,11724,7656,1203,977,638,96,78,51,동대문구
2230,서울 양천구 00동,80평 , 42 개, 4 개,노 대,3500 만원,330, 15만원 ,11000,5호선 목동역,-선택사항-     ,3500,11000,42,330,15,35,11000,345,140,1.0,1.2,1.7,14988,14988,14988,1396,1249,1029,10932,9168,6528,911,764,544,99,83,59,양천구
2231,서울 서대문구 창천동,238.78, 37 개, 37 개,00 대,3600 만원,495, 없음 ,2억,-선택사항- ,-선택사항-     ,3600,20000,37,495,0,39,20000,495,123,2.2,2.7,4.3,14712,14712,14712,1370,1226,1010,9024,7296,4704,752,608,392,45,36,23,서대문구
2232,서울 동작구 00동,217,  개,  개,00 대, 만원,200,0,6천,-선택사항- ,-선택사항-     ,0,6000,0,200,0,38,6000,200,100,0.6,0.7,1.0,11628,11628,11628,1083,969,798,9396,8028,5976,783,669,498,156,133,99,동작구
2233,서울 동작구 노량진동,96.17, 36 개, 36 개,X 대,8천 만원,450, 없음 ,2억5천,-선택사항- ,-선택사항-     ,8000,25000,36,450,0,38,25000,450,120,2.9,3.5,5.4,13944,13944,13944,1299,1162,957,8748,7104,4644,729,592,387,34,28,18,동작구
2234,서울 강남구 00동,100평 , 39 개, 38 개,노 대,9000 만원,524, 노 ,35000,2호선 강남역,-선택사항-     ,9000,35000,39,524,0,48,35000,524,130,2.6,3.1,4.4,19092,19092,19092,1778,1591,1310,13488,11244,7872,1124,937,656,38,32,22,강남구
2235,서울 영등포구 00동,299.53, 상담 개,  개,00 대,4000 만원,420,0,22000,-선택사항- ,-선택사항-     ,4000,22000,0,420,0,38,22000,420,100,3.3,4.1,6.6,11628,11628,11628,1083,969,798,6756,5388,3336,563,449,278,30,24,15,영등포구
2236,서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,2억4천,-선택사항- ,-선택사항-     ,5000,24000,34,422,0,45,24000,422,113,2.2,2.6,3.7,15600,15600,15600,1453,1300,1071,11016,9180,6432,918,765,536,45,38,26,서초구
2237,서울 동작구 00동,376.86, 상담 개,  개,00 대,4000 만원,500,0,21000,-선택사항- ,-선택사항-     ,4000,21000,0,500,0,38,21000,500,100,3.6,4.7,8.8,11628,11628,11628,1083,969,798,5796,4428,2376,483,369,198,27,21,11,동작구
2238,서울 동대문구 00동,295.2, 37 개, 13 개,2 대,4000 만원,360,60,12500,-선택사항- ,-선택사항-     ,4000,12500,37,360,60,37,12500,420,123,1.4,1.7,2.5,13956,13956,13956,1300,1163,958,9084,7440,4980,757,620,415,72,59,39,동대문구
2239,서울 동대문구 00동,295.2, 37 개, 13 개,2 대,4000 만원,360,60,12500,-선택사항- ,-선택사항-     ,4000,12500,37,360,60,37,12500,420,123,1.4,1.7,2.5,13956,13956,13956,1300,1163,958,9084,7440,4980,757,620,415,72,59,39,동대문구
2240,서울 동대문구 00동,342.54, 40 개, 2 개,없음 대,3200 만원,340, 포함 ,1억1천,-선택사항- ,-선택사항-     ,3200,11000,40,340,0,37,11000,340,133,1.0,1.2,1.6,15096,15096,15096,1406,1258,1036,11196,9420,6756,933,785,563,101,85,61,동대문구
2241,서울 관악구 신림동,227.11, 35 개, 5 개,00 대,5000 만원,330,0,1억7천,-선택사항- ,-선택사항-     ,5000,17000,35,330,0,33,17000,330,116,2.2,2.6,3.9,11772,11772,11772,1097,981,808,7812,6420,4344,651,535,362,45,37,25,관악구
2242,서울 동대문구 00동,342,  개,  개,00 대,3200 만원,400, 사용량에 따라 부과 ,1억,-선택사항- ,-선택사항-     ,3200,10000,0,400,0,37,10000,400,100,1.5,1.9,3.0,11316,11316,11316,1054,943,777,6648,5316,3324,554,443,277,66,53,33,동대문구
2243,서울 관악구 00동,350, 47 개,  개,00 대,3천 만원,320,30,1억6천5백,-선택사항- ,-선택사항-     ,3000,16500,47,320,30,33,16500,350,156,1.4,1.7,2.4,15816,15816,15816,1473,1318,1085,11604,9744,6948,967,812,579,70,59,42,관악구
2244,서울 동대문구 00동,370, 38 개, 38 개,00 대,5천 만원,470,30,3억,-선택사항- ,-선택사항-     ,5000,30000,38,470,30,37,30000,500,126,3.5,4.4,7.0,14340,14340,14340,1335,1195,984,8508,6828,4296,709,569,358,28,22,14,동대문구
2245,서울 영등포구 00동,462, 40 개, 40 개,3 대,5천 만원,420,30,4억,-선택사항- ,-선택사항-     ,5000,40000,40,420,30,38,40000,450,133,3.9,4.7,6.9,15504,15504,15504,1444,1292,1064,10332,8508,5772,861,709,481,25,21,14,영등포구
2246,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11,동작구
2247,서울 구로구 00동,294, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,36,26000,300,96,3.6,4.4,6.5,10644,10644,10644,991,887,730,7140,5892,4008,595,491,334,27,22,15,구로구
2248,서울 서대문구 00동,120, 42 개,  개,00 대,5000 만원,450,0,28000,-선택사항- ,-선택사항-     ,5000,28000,42,450,0,39,28000,450,140,2.4,2.9,4.2,16704,16704,16704,1556,1392,1146,11592,9624,6672,966,802,556,41,34,23,서대문구
2249,서울 강남구 00동,100, 34 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,34,600,0,48,24000,600,113,2.4,3.0,4.7,16644,16644,16644,1550,1387,1142,10044,8088,5148,837,674,429,41,33,21,강남구
2250,서울 관악구 00동,380, 47 개, 18 개,00 대,3500 만원,350,0,1억6500,-선택사항- ,-선택사항-     ,3500,16500,47,350,0,33,16500,350,156,1.4,1.7,2.4,15816,15816,15816,1473,1318,1085,11604,9744,6948,967,812,579,70,59,42,관악구
2251,서울 중구 00동,400, 55 개, 35 개,00 대,7000 만원,620,0,1억5000,-선택사항- ,-선택사항-     ,7000,15000,55,620,0,41,15000,620,183,0.9,1.1,1.6,22992,22992,22992,2142,1916,1578,16068,13356,9300,1339,1113,775,107,89,62,중구
2252,서울 동작구 00동,420, 36 개, 36 개,00 대,5000 만원,400,0,2억3000,-선택사항- ,-선택사항-     ,5000,23000,36,400,0,38,23000,400,120,2.5,3.0,4.4,13944,13944,13944,1299,1162,957,9348,7704,5244,779,642,437,40,33,22,동작구
2253,서울 영등포구 00동,360, 40 개, 20 개,00 대,5000 만원,400,0,1억5500,-선택사항- ,-선택사항-     ,5000,15500,40,400,0,38,15500,400,133,1.4,1.7,2.4,15504,15504,15504,1444,1292,1064,10932,9108,6372,911,759,531,70,58,41,영등포구
2254,서울 구로구 00동,280, 24 개,  개,00 대,2000 만원,150,0,2300,-선택사항- ,-선택사항-     ,2000,2300,24,150,0,36,2300,150,80,0.3,0.4,0.5,8808,8808,8808,820,734,604,7080,6048,4488,590,504,374,307,262,195,구로구
2255,서울 동작구 00동,381.76, 54 개, 29 개,없음 대,9000 만원,515, 없음 ,36000,-선택사항- ,-선택사항-     ,9000,36000,54,515,0,38,36000,515,180,2.4,2.9,4.0,20928,20928,20928,1949,1744,1436,15048,12588,8892,1254,1049,741,41,34,24,동작구
2256,서울 동대문구 00동,210.31, 31 개, 4 개,00 대,3천 만원,240, 없음 ,1억,-선택사항- ,-선택사항-     ,3000,10000,31,240,0,37,10000,240,103,1.1,1.3,1.8,11688,11688,11688,1089,974,802,8952,7572,5508,746,631,459,89,75,55,동대문구
2257,서울 서초구 서초동,425.84, 43 개, 43 개,불가 대,9000 만원,820, 없음 ,1억8천,-선택사항- ,-선택사항-     ,9000,18000,43,820,0,45,18000,820,143,1.7,2.2,3.8,19728,19728,19728,1838,1644,1354,10500,8172,4692,875,681,391,58,45,26,서초구
2258,서울 종로구 삼일대로,407, 43 개, 43 개,불가 대,5000 만원,640, 없음 ,3억4천,-선택사항- ,-선택사항-     ,5000,34000,43,640,0,42,34000,640,143,3.0,3.8,5.9,18420,18420,18420,1715,1535,1264,11184,9024,5772,932,752,481,32,26,16,종로구
2259,서울 동대문구 00동,340, 31 개, 31 개,1 대,3000 만원,310,0,2억,-선택사항- ,-선택사항-     ,3000,20000,31,310,0,37,20000,310,103,2.5,3.0,4.3,11688,11688,11688,1089,974,802,8112,6732,4668,676,561,389,40,33,23,동대문구
2260,서울 동작구 00동,217, 33 개,  개,00 대,3천 만원,200,0,6천,-선택사항- ,-선택사항-     ,3000,6000,33,200,0,38,6000,200,110,0.6,0.7,0.9,12780,12780,12780,1191,1065,877,10572,9060,6804,881,755,567,176,151,113,동작구
2261,서울 종로구 00동,250, 36 개,  개,00 대,8천 만원,520, 없음 ,1억8천,-선택사항- ,-선택사항-     ,8000,18000,36,520,0,42,18000,520,120,1.9,2.3,3.6,15420,15420,15420,1436,1285,1058,9552,7740,5016,796,645,418,53,43,27,종로구
2262,서울 동대문구 제기동,410, 39 개, 39 개,1 대,5천 만원,470,30,합3억,-선택사항- ,-선택사항-     ,5000,30000,39,470,30,37,30000,500,130,3.4,4.2,6.6,14712,14712,14712,1370,1226,1010,8880,7152,4560,740,596,380,29,23,15,동대문구
2263,서울 구로구 구로동,440, 42 개, 42 개,1 대,5천 만원,520,30,합3억2천,-선택사항- ,-선택사항-     ,5000,32000,42,520,30,36,32000,550,140,3.6,4.5,7.2,15420,15420,15420,1436,1285,1058,8952,7140,4416,746,595,368,27,22,13,구로구
2264,서울 강남구 도곡역,300, 40 개, 0 개,1 대,3500 만원,295,30,합8천,-선택사항- ,-선택사항-     ,3500,8000,40,295,30,48,8000,325,133,0.5,0.6,0.8,19584,19584,19584,1824,1632,1344,16392,14088,10632,1366,1174,886,204,176,132,강남구
2265,서울 성동구 한양대역,440, 40 개, 40 개,1 대,4천 만원,470,66,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,470,66,38,34000,536,133,3.7,4.5,7.2,15504,15504,15504,1444,1292,1064,9300,7476,4740,775,623,395,27,21,13,성동구
2266,서울 구로구 00동, 110평 , 45 개, 34 개,노 대,9000 만원,650, 노 ,28000,1호선 노량진역,-선택사항-     ,9000,28000,45,650,0,36,28000,650,150,3.2,4.0,7.0,16524,16524,16524,1539,1377,1134,8868,6924,4008,739,577,334,31,24,14,구로구
2267,서울 성북구 00동,85평 ,  개,  개,00 대,4000 만원,220,0,9000,-선택사항- ,-선택사항-     ,4000,9000,0,220,0,37,9000,220,100,1.0,1.2,1.6,11316,11316,11316,1054,943,777,8808,7476,5484,734,623,457,97,83,60,성북구
2268,서울 서초구 00동,181, 31 개, 31 개,00 대,6000 만원,500, 없음 ,17000,-선택사항- ,-선택사항-     ,6000,17000,31,500,0,45,17000,500,103,2.0,2.4,3.8,14220,14220,14220,1325,1185,976,8664,6984,4476,722,582,373,50,41,26,서초구
2269,서울 송파구 00동,302, 40 개, 19 개,00 대,6000 만원,484,120,21000,-선택사항- ,-선택사항-     ,6000,21000,40,484,120,42,21000,604,133,2.0,2.5,4.0,17136,17136,17136,1596,1428,1176,10308,8292,5268,859,691,439,49,39,25,송파구
2270,서울 영등포구 00동,268.8, 31 개, 24 개,없음 대,4000 만원,280,35,22000,-선택사항- ,-선택사항-     ,4000,22000,31,280,35,38,22000,315,103,2.6,3.1,4.5,12012,12012,12012,1119,1001,824,8412,6996,4872,701,583,406,38,31,22,영등포구
2271,서울 성북구 00동,223.65, 28 개, 17 개,없음 대,4000 만원,200, 없음 ,18000,-선택사항- ,-선택사항-     ,4000,18000,28,200,0,37,18000,200,93,2.2,2.6,3.5,10560,10560,10560,984,880,725,8292,7044,5184,691,587,432,46,39,28,성북구
2272,서울 동작구 00동,217.32, 33 개, 2 개,없음 대,3000 만원,200, 없음 ,6000,-선택사항- ,-선택사항-     ,3000,6000,33,200,0,38,6000,200,110,0.6,0.7,0.9,12780,12780,12780,1191,1065,877,10572,9060,6804,881,755,567,176,151,113,동작구
2273,서울 종로구 00동,377.13, 44 개, 44 개,없음 대,6000 만원,660, 없음 ,3억7천,-선택사항- ,-선택사항-     ,6000,37000,44,660,0,42,37000,660,146,3.2,4.0,6.3,18840,18840,18840,1755,1570,1293,11388,9168,5844,949,764,487,30,24,15,종로구
2274,서울 영등포구 당산동1가,249.9, 40 개, 2 개,00 대,3000 만원,240,10,1억1천,-선택사항- ,-선택사항-     ,3000,11000,40,240,10,38,11000,250,133,0.9,1.0,1.3,15504,15504,15504,1444,1292,1064,12732,10908,8172,1061,909,681,115,99,74,영등포구
2275,서울 동작구 대방,393.12, 42 개, 25 개,00 대,7000 만원,430,7,2억5천,-선택사항- ,-선택사항-     ,7000,25000,42,430,7,38,25000,437,140,2.2,2.7,3.9,16272,16272,16272,1516,1356,1117,11268,9348,6480,939,779,540,45,37,25,동작구
2276,서울 동작구 상도,217.32, 34 개, 4 개,00 대,3000 만원,200,0,6천,-선택사항- ,-선택사항-     ,3000,6000,34,200,0,38,6000,200,113,0.5,0.6,0.8,13176,13176,13176,1227,1098,904,10968,9420,7092,914,785,591,182,157,118,동작구
2277,서울 동작구 본동,372.11, 45 개, 4 개,00 대,5000 만원,330,0,1억2천,-선택사항- ,-선택사항-     ,5000,12000,45,330,0,38,12000,330,150,0.9,1.0,1.4,17436,17436,17436,1624,1453,1197,13728,11676,8604,1144,973,717,114,97,71,동작구
2278,서울 중구 00동,380, 42 개, 42 개,00 대,6천 만원,580,50,3억7천,-선택사항- ,-선택사항-     ,6000,37000,42,580,50,41,37000,630,140,3.6,4.4,7.1,17556,17556,17556,1635,1463,1205,10380,8316,5220,865,693,435,28,22,14,중구
2279,서울 중랑구 00동,298, 31 개, 31 개,00 대,4천 만원,300,0,2억,-선택사항- ,-선택사항-     ,4000,20000,31,300,0,32,20000,300,103,3.1,3.8,5.7,10116,10116,10116,942,843,694,6468,5280,3492,539,440,291,32,26,17,중랑구
2280,서울 동대문구 00동,509, 44 개, 44 개,00 대,4천 만원,440,30,3억5천,-선택사항- ,-선택사항-     ,4000,35000,44,440,30,37,35000,470,146,3.1,3.8,5.6,16596,16596,16596,1546,1383,1139,11160,9204,6276,930,767,523,31,26,17,동대문구
2281,서울 성동구 00동,376, 40 개, 40 개,00 대,4천 만원,480,50,3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,480,50,38,34000,530,133,3.6,4.5,7.1,15504,15504,15504,1444,1292,1064,9372,7548,4812,781,629,401,27,22,14,성동구
2282,서울 동대문구 00동,370, 38 개, 38 개,00 대,5천 만원,470,30,3억,-선택사항- ,-선택사항-     ,5000,30000,38,470,30,37,30000,500,126,3.5,4.4,7.0,14340,14340,14340,1335,1195,984,8508,6828,4296,709,569,358,28,22,14,동대문구
2283,서울 강남구 00동,100, 33 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0,48,24000,600,110,2.5,3.1,5.0,16152,16152,16152,1504,1346,1108,9528,7632,4776,794,636,398,39,31,19,강남구
2284,서울 관악구 00동,360, 37 개, 0 개,00 대,5000 만원,440,0,2억,-선택사항- ,-선택사항-     ,5000,20000,37,440,0,33,20000,440,123,2.8,3.5,5.7,12444,12444,12444,1159,1037,854,7152,5688,3492,596,474,291,35,28,17,관악구
2285,서울 서대문구 00동,120, 42 개,  개,00 대,5000 만원,450,0,28000,-선택사항- ,-선택사항-     ,5000,28000,42,450,0,39,28000,450,140,2.4,2.9,4.2,16704,16704,16704,1556,1392,1146,11592,9624,6672,966,802,556,41,34,23,서대문구
2286,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23,중구
2287,서울 동대문구 00동,0,  개,  개,00 대,3000 만원,300,0,11000,-선택사항- ,-선택사항-     ,3000,11000,0,300,0,37,11000,300,100,1.4,1.7,2.4,11316,11316,11316,1054,943,777,7848,6516,4524,654,543,377,71,59,41,동대문구
2288,서울 성북구 00동,0,  개,  개,00 대, 만원,250,0,8000,-선택사항- ,-선택사항-     ,0,8000,0,250,0,37,8000,250,100,0.9,1.1,1.6,11316,11316,11316,1054,943,777,8448,7116,5124,704,593,427,105,88,64,성북구
2289,서울 중구 00동,0,  개,  개,00 대,3000 만원,275,0,26000,-선택사항- ,-선택사항-     ,3000,26000,0,275,0,41,26000,275,100,2.7,3.2,4.5,12540,12540,12540,1168,1045,861,9516,8040,5832,793,670,486,36,30,22,중구
2290,서울 송파구 오금로,302, 40 개, 19 개,불가 대,6000 만원,484,120,2억1천,-선택사항- ,-선택사항-     ,6000,21000,40,484,120,42,21000,604,133,2.0,2.5,4.0,17136,17136,17136,1596,1428,1176,10308,8292,5268,859,691,439,49,39,25,송파구
