순번,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리,공실률,,,지역 평균 공실률,
662,종로구,서울 종로구 이화장길 58,4호선 혜화역,코쿤하우스 대학로점,0,27,월세  50~55,Y,N,여성전용,N,0.00%,,,,
663,강남구,서울 강남구 강남대로114길 35,9호선 신논현역,프라임원룸텔 논현역점,1,42,월세  33~50,Y,N,공용,N,2.38%,,,,
664,종로구,서울 종로구 종로10길 16,1호선 종각역,에이원레지던스,1,46,월세  35~70,Y,N,공용,N,2.17%,,,,
665,종로구,서울 종로구 삼일대로20길 17,1호선 종로3가역,파고다원룸텔,0,40,월세  40~70,Y,N,공용,Y,0.00%,,,,
666,용산구,서울 용산구 후암로 91-21,1호선 서울역,서울역쉐어하우스,0,24,월세  25~30,Y,N,공용,Y,0.00%,,,,
667,강동구,서울 강동구 천호대로 177길 16,5호선 길동역,행복원룸텔 길동역점,1,36,월세  35~60,Y,4,공용,Y,2.78%,,,,
668,강남구,서울 강남구 언주로85길 23-12,2호선 역삼역,애플원룸텔 역삼역점,1,27,월세  43~60,Y,N,공용,N,3.70%,,,,
669,강북구,서울 강북구 도봉로71가길 46,우이신설선 화계역,유니시스 원룸,0,8,월세  40~45,Y,3,공용,N,0.00%,,,,
670,송파구,서울 송파구 백제고분로 9길 31,2호선 잠실새내역,피렌체하우스 잠실점,0,17,월세  40~50,Y,N,공용,N,0.00%,,,,
671,강남구,서울 강남구 논현로8길 14,N,골든하우스 양재역점,0,39,월세  48~60,Y,N,공용,N,0.00%,,,,
672,송파구,서울 송파구 삼전로 91,9호선 삼전역,레이크팰리스,0,70,월세  25~45,Y,2,공용,Y,0.00%,,,,
673,서대문구,서울 서대문구 통일로39길 51,3호선 홍제역,한가람원룸텔,0,40,월세  20~30,Y,N,공용,Y,0.00%,,,,
674,용산구,서울 용산구 한강대로102가길 10-1,4호선 숙대입구역,파랑새정원,0,50,월세  25~40,Y,N,공용,Y,0.00%,,,,
675,중구,서울 중구 다산로42길 80,2호선 신당역,스테이원룸텔,1,37,월세  37~42,Y,N,공용,N,2.70%,,,,
676,성동구,서울 성동구 천호대로 396-15,5호선 장한평역,보보스빌,0,21,월세  20~30,Y,N,공용,N,0.00%,,,,
677,강남구,서울 강남구 논현로38길 20,3호선 매봉역,마이홈리빙텔 매봉역점,0,41,월세  23~35,Y,N,공용,N,0.00%,,,,
678,성동구,서울 성동구 사근동길 4,2호선 왕십리역,율곡고시텔,10,53,월세  20~35,Y,N,공용,N,18.87%,,,,
679,강남구,서울 강남구 학동로29길 5,7호선 학동역,해피하우스 학동역점,0,35,월세  40~52,Y,N,공용,N,0.00%,,,,
680,강남구,서울 강남구 역삼로5길 20,2호선 강남역,스프링빌 강남역점,0,28,월세  30~55,Y,10,공용,N,0.00%,,,,
681,성동구,서울 성동구 연무장5가길 21,2호선 성수역,멤버스원룸텔,1,45,월세  45~60,Y,5,공용,N,2.22%,,,,
682,서초구,서울 서초구 강남대로 545-18,7호선 논현역,강남하우스,0,37,월세  30~50,Y,N,공용,Y,0.00%,,,,
683,영등포구,서울 영등포구 도영로7길 4,1호선 신도림역,갤럭시원룸텔 신도림역점,1,46,월세  38~49,Y,N,공용,N,2.17%,,,,
684,동작구,서울 동작구 동작대로7길 58,2호선 사당역,비버하우스 사당역점,1,45,월세  30~45,Y,N,공용,Y,2.22%,,,,
685,마포구,서울 마포구 와우산로13길 49-10,6호선 상수역,홍대피카소고시텔,0,30,월세  45~70,Y,1,공용,Y,0.00%,,,,
686,강남구,서울 강남구 삼성로69길 15,분당선 한티역,대원고시원,0,44,월세  19~28,Y,N,공용,N,0.00%,,,,
687,마포구,서울 마포구 환일1길 6,2호선 아현역,이레원룸텔,0,32,월세  27~45,Y,N,공용,Y,0.00%,,,,
688,마포구,서울 마포구 만리재로 115,5호선 애오개역,송희고시원,0,37,월세  20~45,Y,2,공용,N,0.00%,,,,
689,강남구,서울 강남구 개포로82길 9-15,분당선 개포동역,우리들고시원,0,26,월세  23~32,Y,N,공용,N,0.00%,,,,
690,서대문구,서울 서대문구 성산로22길4,2호선 신촌역,마루원룸텔 신촌점,1,35,월세  40~50,Y,3,공용,N,2.86%,,,,
691,서대문구,서울 서대문구 북아현로4길 23 ,2호선 아현역,코쿤하우스 여성전용 아현점,0,37,월세  25~29,Y,N,여성전용,N,0.00%,,,,
692,서대문구,서울 서대문구 연세로4길 25 ,2호선 신촌역,신촌웰빙고시텔,0,35,월세  26~33,Y,N,공용,Y,0.00%,,,,
693,강남구,서울 강남구 강남대로124길 19,7호선 논현역,쉐르빌리빙텔 강남점,0,38,월세  28~45,Y,3,공용,N,0.00%,,,,
694,서대문구,서울 서대문구 성산로17길 7-29 ,2호선 홍대입구역,샘골리빙룸,0,40,월세  30~45,Y,N,공용,Y,0.00%,,,,
695,양천구,서울 양천구 신월로 340,5호선 신정역,현대원룸고시원,0,46,월세  20~27,Y,5,공용,N,0.00%,,,,
696,동작구,서울 동작구 노량진로 176,1호선 노량진역,예그린하우스 여성전용 노량진역점,0,47,월세  35~45,Y,2,여성전용,N,0.00%,,,,
697,서대문구,서울 서대문구 경기대로9길 5,5호선 서대문역,엔n고시텔,0,40,월세  15~25,Y,N,공용,Y,0.00%,,,,
698,서초구,서울 서초구 방배로11길 8 ,2호선 방배역,홈스테이드,0,40,월세  45~45,Y,N,공용,N,0.00%,,,,
699,서초구,서울 서초구 방배천로 160,7호선 내방역,서광고시원,0,26,월세  18~30,Y,N,공용,N,0.00%,,,,
700,동작구,서울 동작구 상도로30길 72,7호선 상도역,마이홈리빙텔 상도점,1,39,월세  20~28,Y,N,공용,N,2.56%,,,,
701,동작구,서울 동작구 상도로15길 106,7호선 장승배기역,씨티빌고시원 장승배기점,0,33,월세  20~28,Y,N,공용,Y,0.00%,,,,
702,동작구,서울 동작구 상도로 33,7호선 보라매역,로웰원룸텔,1,36,월세  33~42,Y,N,공용,Y,2.78%,,,,
703,동작구,서울 동작구 노량진로 82,1호선 노량진역,코코리빙텔 신노량진점,0,67,월세  60~60,Y,N,공용,Y,0.00%,,,,
704,강남구,서울 강남구 언주로148길 9,7호선 강남구청역,웰빙텔 압구정점,0,42,월세  32~48,Y,N,공용,Y,0.00%,,,,
705,동작구,서울 동작구 노량진로 92,1호선 노량진역,리빙캐슬 노량진학원가점 ,0,40,월세  28~50,Y,N,공용,N,0.00%,,,,
706,종로구,서울 종로구 삼일대로 405,1호선 종로3가역,인서울게스트하우스,0,12,월세  70~70,Y,N,공용,N,0.00%,,,,
707,서초구,서울 서초구 강남대로99길 43,3호선 신사역,스토리하우스 신사점,0,59,월세  30~50,Y,N,공용,Y,0.00%,,,,
708,서초구,서울 서초구 효령로72길 33,3호선 양재역,엠케이MK고시텔,1,45,월세  22~48,Y,4,공용,Y,2.22%,,,,
709,강남구,서울 강남구 학동로2길 39,7호선 논현역,산호레지던스 논현점,5,82,월세  25~60,Y,N,공용,N,6.10%,,,,
710,강서구,서울 강서구 화곡로21길 7,5호선 화곡역,예당고시텔,0,40,월세  22~28,Y,3,공용,Y,0.00%,,,,
711,성동구,서울 성동구 성수일로 52 ,2호선 뚝섬역,로얄고시텔,0,67,월세  20~28,Y,4,공용,N,0.00%,,,,
712,동작구,서울 동작구 만양로14마길 6-5,1호선 노량진역,준레지던스 노량진점,1,46,월세  30~50,Y,N,남성전용,N,2.17%,,,,
713,동작구,서울 동작구 상도로41마길 12,7호선 상도역,라이트하우스 상도역점,0,70,월세  38~45,Y,N,공용,N,0.00%,,,,
714,서대문구,서울 서대문구 연세로7길 14,2호선 신촌역,하이레지던스 신촌점,1,32,월세  35~37,Y,N,공용,N,3.13%,,,,
715,동대문구,서울 동대문구 회기로31길 3,1호선 회기역,오투원룸텔 회기역점,1,40,월세  30~35,Y,5,공용,Y,2.50%,,,,
716,강서구,서울 강서구 강서로53,2호선 까치산역,코아리빙텔 여성전용,1,30,월세  25~42,Y,14,여성전용,N,3.33%,,,,
717,구로구,서울 구로구 디지털로32가길 53,2호선 구로디지털단지역,멤버스원룸텔 구로디지털단지역점,0,41,월세  35~40,Y,N,공용,N,0.00%,,,,
718,양천구,서울 양천구 신월로 350,5호선 신정역,바른나무 스터디텔,1,34,월세  22~28,Y,2,공용,N,2.94%,,,,
719,성북구,서울 성북구 안암로 117,6호선 안암역,명문고시원,0,45,월세  19~25,Y,N,공용,N,0.00%,,,,
720,동작구,서울 동작구 동작대로29나길 15,4호선 총신대입구(이수)역,이삭고시원,0,50,월세  20~29,Y,N,공용,N,0.00%,,,,
721,송파구,서울 송파구 마천로41길 25,5호선 마천역,미래고시원,0,40,월세  20~28,Y,4,공용,N,0.00%,,,,
722,성동구,서울 성동구 독서당로47길 8,3호선 금호역,해피고시텔,3,39,월세  24~30,Y,N,공용,N,7.69%,,,,
723,영등포구,서울 영등포구 양산로 193,5호선 영등포시장역,한강고시원,0,32,월세  20~27,Y,N,공용,N,0.00%,,,,
724,영등포구,서울 영등포구 영등포로84길 22 ,1호선 대방역,금정고시텔,0,40,월세  25~38,Y,5,공용,Y,0.00%,,,,
725,영등포구,서울 영등포구 선유로 248-15,2호선 당산역,싱글하우스 당산역점,4,33,월세  30~45,Y,N,공용,N,12.12%,,,,
726,영등포구,서울 영등포구 신풍로25길 14 ,7호선 보라매역,보라매고시텔,0,37,월세  15~35,Y,2,공용,N,0.00%,,,,
727,영등포구,서울 영등포구 경인로 832,1호선 영등포역,조은고시원,0,40,월세  20~35,Y,N,공용,N,0.00%,,,,
728,강북구,서울 강북구 도봉로 371,4호선 수유역,아름다운싱글홈,0,36,월세  28~35,Y,N,공용,N,0.00%,,,,
729,송파구,서울 송파구 마천로 61,5호선 방이역,힐탑고시텔,1,30,월세  20~40,Y,1,공용,N,3.33%,,,,
730,동작구,서울 동작구 사당로 18-1,7호선 숭실대입구역,큰방고시텔,0,17,월세  20~40,Y,N,공용,N,0.00%,,,,
731,영등포구,서울 영등포구 영신로20길 6-1,1호선 영등포역,학고시원,0,36,월세  18~35,Y,N,공용,N,0.00%,,,,
732,영등포구,서울 영등포구 영신로19길 7,1호선 영등포역,현대고시원,0,47,월세  20~40,Y,N,공용,N,0.00%,,,,
733,서초구,서울 서초구 반포대로14길42,3호선 남부터미널역,라인하우스원룸텔,0,27,월세  30~50,Y,N,공용,N,0.00%,,,,
734,강북구,서울 강북구 도봉로 202,4호선 미아역,인터넷고시원,0,45,월세  18~35,Y,N,공용,N,0.00%,,,,
735,강북구,서울 강북구 오패산로77길 34,4호선 수유역,싱글라이프,0,46,월세  37~44,Y,N,공용,N,0.00%,,,,
736,강동구,서울 강동구 상암로 24,8호선 암사역,해피하우스 암사역점,1,39,월세  43~48,Y,N,공용,N,2.56%,,,,
737,성동구,서울 성동구 장터길 38-1,3호선 금호역,우리고시원,0,40,월세  19~36,Y,N,공용,N,0.00%,,,,
738,성동구,서울 성동구 금호로 166,5호선 신금호역,타워빌고시텔,0,30,월세  30~43,Y,N,공용,Y,0.00%,,,,
739,동작구,서울 동작구 사당로27길 15,4호선 총신대입구(이수)역,마이홈리빙텔 이수점,0,32,월세  28~34,Y,2,공용,Y,0.00%,,,,
740,서초구,서울 서초구 사평대로57길 63-4,9호선 신논현역,도도레지던스,0,26,월세  60~70,Y,3,공용,N,0.00%,,,,
741,서초구,서울 서초구 효령로29길 6,2호선 방배역,조이고시원,0,37,월세  22~38,Y,N,공용,Y,0.00%,,,,
742,동작구,서울 동작구 사당로20,7호선 숭실대입구역,예솔리빙텔 숭실대점,0,38,월세  19~35,Y,N,공용,Y,0.00%,,,,
743,영등포구,서울 영등포구 영중로10길23,1호선 영등포역,브이아이피vip리빙텔,0,36,월세  40~50,Y,N,공용,N,0.00%,,,,
744,영등포구,서울 영등포구 영신로17길 8-1,1호선 영등포역,연지리빙텔,0,44,월세  35~43,Y,N,공용,Y,0.00%,,,,
745,영등포구,서울 영등포구 영신로32길 28,5호선 영등포시장역,조이Joy원룸텔,0,50,월세  30~45,Y,N,공용,Y,0.00%,,,,
746,양천구,서울 양천구 오목로 129,5호선 신정역,푸른원룸텔,0,31,월세  20~35,Y,10,공용,N,0.00%,,,,
747,양천구,서울 양천구 중앙로51길 8-2,5호선 신정역,마이하우스,0,12,월세  20~28,Y,N,공용,N,0.00%,,,,
748,양천구,서울 양천구 월정로 38,2호선 신정네거리역,미래원룸고시텔,0,33,월세  18~35,Y,N,공용,Y,0.00%,,,,
749,양천구,서울 양천구 신정중앙로 98,5호선 목동역,홈리빙텔 목동점,0,30,월세  20~40,Y,N,공용,Y,0.00%,,,,
750,강북구,서울 강북구 도봉로87길 52,4호선 수유역,스마트원룸텔 수유점,0,42,월세  35~60,Y,N,공용,N,0.00%,,,,
751,동작구,서울 동작구 성대로31길 71,7호선 장승배기역,비버하우스 노량진점,0,38,월세  24~48,Y,1,공용,N,0.00%,,,,
752,구로구,서울 구로구 구로중앙로28길 65,1호선 구로역,멀티하우스리빙텔 구로점,1,32,월세  32~40,Y,2,공용,N,3.13%,,,,
753,강서구,서울 강서구 강서로5나길 65,2호선 까치산역,아이좋은고시텔,0,49,월세  20~27,Y,5,공용,N,0.00%,,,,
754,송파구,서울 송파구 중대로9길 48,3호선 경찰병원역,모젠하우스 가락점,0,40,월세  30~45,Y,12,공용,N,0.00%,,,,
755,동대문구,서울 동대문구 경희대로3길 14,1호선 회기역,소호앤 롬스테이 경희대점,1,40,월세  23~40,Y,N,공용,Y,2.50%,,,,
756,종로구,서울 종로구 종로17길 48,1호선 종로3가역,마이홈리빙텔 낙원점,0,47,월세  35~60,Y,N,공용,Y,0.00%,,,,
757,동대문구,서울 동대문구 경희대로1가길 32 ,1호선 회기역,텐텐레지던스,1,60,월세  18~32,Y,N,공용,N,1.67%,,,,
758,송파구,서울 송파구 송이로12길 34,8호선 송파역,심플하우스 송파역점,0,38,월세  30~45,Y,N,공용,N,0.00%,,,,
759,동작구,서울 동작구 동작대로1길 18,2호선 사당역,파인하우스 사당점,1,45,월세  33~55,Y,N,공용,N,2.22%,,,,
760,강동구,서울 강동구 천중로43길 93,5호선 굽은다리역,매직고시텔,0,53,월세  19~36,Y,2,공용,Y,0.00%,,,,
761,도봉구,서울 도봉구 도당로 137,1호선 방학역,마이홈고시텔,0,32,월세  24~29,Y,N,공용,N,0.00%,,,,
762,성동구,서울 성동구 자동차시장1길 93,5호선 장한평역,스마트원룸텔 장한평점,1,28,월세  35~40,Y,2,공용,N,3.57%,,,,
763,서초구,서울 서초구 반포대로21길 57,2호선 서초역,심플하우스 서초역점,6,36,월세  35~45,Y,8,공용,N,16.67%,,,,
764,영등포구,서울 영등포구 영중로4길 32,1호선 영등포역,서린리빙텔,0,52,월세  25~32,Y,N,공용,Y,0.00%,,,,
765,강남구,서울 강남구 학동로38길 38,7호선 학동역,엔젤하우스원룸텔,0,40,월세  45~65,Y,N,공용,Y,0.00%,,,,
766,성북구,서울 성북구 안암로 117,6호선 안암역,해피원룸텔,0,20,월세  27~45,Y,1,공용,Y,0.00%,,,,
767,송파구,서울 송파구 백제고분로40길 19-24 ,8호선 석촌역,쉐르빌원룸텔 석촌점,1,40,월세  35~50,Y,10,공용,N,2.50%,,,,
768,영등포구,서울 영등포구 국회대로38길 8,2호선 영등포구청역,비버하우스 영등포구청역점,0,44,월세  30~50,Y,N,공용,Y,0.00%,,,,
769,은평구,서울 은평구 연서로29길32,3호선 연신내역,그루레지던스 연신내역점,1,34,월세  45~60,Y,N,공용,N,2.94%,,,,
770,구로구,서울 구로구 구로중앙로 14,2호선 대림역,그루하우스 대림역점,0,25,월세  38~43,Y,N,공용,N,0.00%,,,,
771,종로구,서울 종로구 우정국로 38-11,1호선 종각역,웅스하우스,0,30,월세  33~60,Y,N,공용,N,0.00%,,,,
772,강북구,서울 강북구 도봉로 289,4호선 수유역,웰원룸텔,0,20,월세  35~40,Y,N,공용,N,0.00%,,,,
773,강북구,서울 강북구 삼양로531,우이신설선 4.19민주묘지역,프라임원룸텔 덕성여대점,0,20,월세  30~45,Y,N,여성전용,N,0.00%,,,,
774,서초구,서울 서초구 동산로6길 47,신분당선 양재시민의숲역,카카오원룸텔,0,15,월세  45~58,Y,N,남성전용,N,0.00%,,,,
775,마포구,서울 마포구 어울마당로5길 52-6,2호선 합정역,코코레지던스 홍대점,1,24,월세  50~55,Y,N,공용,Y,4.17%,,,,
776,성북구,서울 성북구 삼선교로23길 23,4호선 성신여대입구역,코오롱고시원,0,38,월세  15~28,Y,10,공용,N,0.00%,,,,
777,광진구,서울 광진구 아차산로51길 7,2호선 구의역,멀티하우스 구의점,0,36,월세  26~38,Y,N,공용,N,0.00%,,,,
778,강남구,서울 강남구 학동로45길 3,7호선 강남구청역,베스트하우스 레지던스,0,24,월세  50~60,Y,N,공용,N,0.00%,,,,
779,중랑구,서울 중랑구 망우로32길 7,경의중앙선 중랑역,다온레지던스 중랑역점,0,27,월세  36~50,Y,N,공용,N,0.00%,,,,
780,서초구,서울 서초구 강남대로97길 51,3호선 신사역,소호리빙텔 신사점,1,34,월세  30~45,Y,2,공용,N,2.94%,,,,
781,은평구,서울 은평구 진흥로 132,6호선 역촌역,아카데미고시원,0,80,월세  20~28,Y,N,공용,Y,0.00%,,,,
782,은평구,서울 은평구 통일로 916,3호선 연신내역,대명고시텔,0,34,월세  18~23,Y,N,공용,Y,0.00%,,,,
783,강동구,서울 강동구 양재대로128길 26 ,5호선 굽은다리역,현대리빙텔,1,28,월세  23~27,Y,N,공용,N,3.57%,,,,
784,서초구,서울 서초구 사임당로8길 13,3호선 남부터미널역,월드하우스 남부터미널교대점,0,35,월세  37~42,Y,N,공용,Y,0.00%,,,,
785,성북구,서울 성북구 동소문로24길 23,4호선 성신여대입구역,우리고시원,0,22,월세  20~25,Y,N,남성전용,N,0.00%,,,,
786,강남구,서울 강남구 봉은사로30길 36,9호선 언주역,쉐르빌 리빙텔,1,43,월세  30~50,Y,9,공용,N,2.33%,,,,
787,송파구,서울 송파구 백제고분로33길 31,9호선 석촌고분역,펠리스원룸텔,0,35,월세  42~65,Y,10,공용,N,0.00%,,,,
788,관악구,서울 관악구 대학14길 19-7,N,언경서원 ,0,23,월세  22~24,Y,N,남성전용,N,0.00%,,,,
789,중랑구,서울 중랑구 면목로 459,7호선 상봉역,중앙고시원,0,25,월세  22~25,Y,N,공용,N,0.00%,,,,
790,성동구,서울 성동구 아차산로7가길 3-4,2호선 성수역,성수원룸형고시텔,0,18,월세  35~45,Y,2,공용,Y,0.00%,,,,
791,광진구,서울 광진구 광나루로 351,7호선 어린이대공원역,나이스고시텔,0,50,월세  23~25,Y,5,공용,N,0.00%,,,,
792,구로구,서울 구로구 경인로20가길 5,1호선 오류동역,명성고시원,1,60,월세  33~66,Y,4,공용,N,1.67%,,,,
793,구로구,서울 구로구 구로동로 126-20,7호선 남구로역,힐리빙텔,0,57,월세  23~36,Y,2,공용,Y,0.00%,,,,
794,서초구,서울 서초구 남부순환로347길 18,3호선 양재역,필하우스원룸텔,0,46,월세  32~50,Y,N,공용,Y,0.00%,,,,
795,금천구,서울 금천구 시흥대로52길 18,1호선 금천구청역,하이빌원룸텔,0,40,월세  32~45,Y,N,공용,N,0.00%,,,,
796,금천구,서울 금천구 시흥대로59길 30,1호선 금천구청역,건영고시원,0,47,월세  20~28,Y,2,공용,N,0.00%,,,,
797,강서구,서울 강서구 공항대로55길 9,9호선 증미역,포디하우스 염창점,0,20,월세  29~35,Y,4,공용,N,0.00%,,,,
798,강서구,서울 강서구 강서로 271,5호선 우장산역,에이스고시원,0,60,월세  23~30,Y,3,공용,N,0.00%,,,,
