,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교
0,서울 강동구 00동,261,개,개,00 대,3천,360,None,13800,None,None
1,서울 서초구 00동,.,50 개,개,00 대,,.,None,2억2천,None,None
2,서울 동대문구 00동,.,개,개,00 대,,.,None,2억8천,None,None
3,서울 노원구 00동,150.24,34 개,33 개,00 대,8000,420,없음,2억,None,None
4,서울 구로구 00동,80.1,27 개,10 개,00 대,5000,360,없음,9500,None,None
5,서울 동대문구 00동,210.31,31 개,15 개,00 대,3000,262,없음,9500,None,None
6,서울 강동구 00동,75평,개,개,00 대,3000,350,None,15000,None,None
7,서울 도봉구 00동,329.91,29 개,29 개,2 대,5천,440,사용량에따라,2억7천,None,None
8,서울 동작구 00동,351.87,36 개,6 개,00 대,4000,250,없음,1억,None,None
9,서울 노원구 00동,287.84,42 개,4 개,1 대,5500,390,없음,6500,None,None
10,서울 강동구 00동,265.95,31 개,31 개,1 대,5천,340,사용량에따라,2억4천,None,None
11,서울 송파구 00동,974.36,40 개,30 개,2 대,5000,450,사용량에따라,26000,None,None
12,서울 금천구 00동,75평,개,개,00 대,2000,220,None,14000,None,None
13,서울 동작구 00동,217,개,개,00 대,3000,200,없음,7000,None,None
14,서울 구로구 00동,400,개,개,00 대,7000,450,None,1억3000,None,None
15,서울 종로구 00동,250,개,개,00 대,8000,520,없음,1억8000,None,None
16,서울 강남구 00동,403.ㅓ 3,개,개,00 대,8500,546,46,22000,None,None
17,서울 동대문구 00동,174,22 개,개,00 대,None,None,None,12,None,None
18,서울 구로구 00동,340,40 개,20 개,00 대,5000,400,None,1억5000,None,None
19,서울 영등포구 00동,330,39 개,15 개,00 대,3200,370,None,1억3000,None,None
20,서울 관악구 00동,230,29 개,개,00 대,4000,240,30,6500,None,None
21,서울 강남구 00동,496,50 개,개,00 대,15000,1050,None,38000,None,None
22,서울 강북구 00동,310,45 개,개,00 대,3천,290,30,8천5백,None,None
23,서울 성북구 00동,290,40 개,개,00 대,3천,220,None,1억1천,None,None
24,서울 중랑구 00동,290,34 개,개,00 대,5천,340,40,1억1천,None,None
25,서울 구로구 00동,265,30 개,개,00 대,3천,220,30,1억3천,None,None
26,서울 강동구 00동,261,31 개,개,00 대,3000,403,포함,13800,None,None
27,서울 송파구 00동,330,35 개,개,00 대,5000,470,사용량에 따라,22000,None,None
28,서울 동작구 상도동,.,15 개,개,00 대,1500,85,None,8500,None,None
29,서울 강서구 화곡동,.,40 개,개,00 대,2000,308,None,1억,None,None
30,서울 강남구 서초동,340.6,36 개,개,00 대,4000,400,60,3억,None,None
31,서울 송파구 잠실동,313.23,30 개,개,00 대,5000,400,None,3억3000,None,None
32,서울 영등포구 00,300,30 개,30 개,00 대,4000,300,None,2억5천,None,None
33,서울 종로구 00동,95평,개,개,00 대,5000,525,None,27000,None,None
34,서울 종로구 00동,90평,개,개,00 대,8000,520,None,18000,None,None
35,서울 구로구 구로동,390,40 개,26 개,1 대,4천,380,30,합1억7천,None,None
36,서울 종로구 00동,110,개,개,00 대,11000,550,None,31000,None,None
37,서울 동대문구 00,320,33 개,33 개,가능 대,4000,290,None,2억7천,None,None
38,서울 영등포구 00동,200,개,개,00 대,3500,260,None,1억,None,None
39,서울 서초구 00동,223.14,개,개,00 대,6000,660,None,19000,None,None
40,서울 종로구 00동,313.08,개,개,00 대,7000,600,None,11000,None,None
41,서울 강남구 00동,300.00,29 개,개,00 대,6000,500,None,25000,None,None
42,서울 서초구 00동,302.4,34 개,27 개,없음 대,5천,320,70,2억4천,None,None
43,서울 강남구 00동,100평,30 개,개,00 대,4천,600,None,2억8천,None,None
44,서울 서초구 00동,302.4,34 개,27 개,없음 대,5천,320,70,2억4천,None,None
45,서울 서초구 00동,302.4,34 개,27 개,없음 대,5천,320,70,2억4천,None,None
46,서울 서초구 00동,302.4,34 개,27 개,없음 대,5천,320,70,2억4천,None,None
47,서울 서초구 00동,302.4,34 개,27 개,없음 대,5천,320,70,2억4천,None,None
48,서울 종로구 명륜2가,238.47,58 개,40 개,2 대,9천,580,60만원,2억,None,None
49,서울 마포구 00동,430,39 개,39 개,00 대,1억1천,540,None,3억2천,None,None
50,서울 송파구 00동,330,35 개,21 개,00 대,5000,470,None,2억2천,None,None
51,서울 강서구 00동,323,41 개,개,5 대,3000,350,None,10500,None,None
52,서울 강서구 00동,200,36 개,개,4 대,3500,210,None,13000,None,None
53,서울 서초구 00동,130평,개,개,00 대,,650,None,3억5천,None,None
54,서울 구로구 00동,360,47 개,0 개,00 대,3000,400,None,1억5000,None,None
55,서울 동대문구 00동,270,33 개,0 개,00 대,3000,230,None,8000,None,None
56,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
57,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,22000,None,None
58,서울 동대문구 00동,495,50 개,0 개,00 대,6000,650,별도,2억7000,None,None
59,서울 관악구 00동,00,40 개,개,00 대,,350,None,17000,None,None
60,서울 동작구 00동,00,30 개,개,00 대,,350,None,20000,None,None
61,서울 강남구 00동,332,40 개,개,00 대,6천,470,50,1억9천5백,None,None
62,서울 영등포구 00동,315,40 개,개,00 대,5천,370,30,1억5천,None,None
63,서울 서초구 00동,340,40 개,개,00 대,6천,280,None,2억7천,None,None
64,서울 구로구 00동,462,41 개,41 개,00 대,5천,420,30,4억1천,None,None
65,서울 성북구 00동,520,47 개,47 개,00 대,5천,680,50,3억2천,None,None
66,서울 강동구 00동,00,개,개,00 대,00,180,None,10000,None,None
67,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,시설비최저,None,None
68,서울 동작구 00,330,32 개,32 개,1 대,4000,340,None,2억2천,None,None
69,서울 성북구 00,300,42 개,개,1 대,4000,220,None,1억2천,None,None
70,서울 송파구 00동,00,27 개,개,00 대,,190,None,3500,None,None
71,서울 영등포구 00,283,40 개,개,00 대,2500,300,None,1억8천,None,None
72,서울 영등포구 00,348.94,34 개,28 개,가능 대,7000,360,None,1억6천,None,None
73,서울 관악구 00동,230,35 개,개,00 대,3000,240,None,6000,None,None
74,서울 관악구 00동,180,30 개,개,00 대,4000,240,None,9000,None,None
75,서울 노원구 00동,510,55 개,개,00 대,6000,680,None,30000,None,None
76,서울 동작구 00동,180,27 개,개,00 대,,280,None,14000,None,None
77,서울 강남구 00동,130평,문의 개,개,00 대,5천,630,None,3억5천,None,None
78,서울 강남구 도곡역,390,40 개,문의 개,1 대,6천,330,30,합2억7천,None,None
79,서울 중구 명동,330,30 개,원30 개,1 대,3천,220,30,합2억7천,None,None
80,서울 중구 광희,386,28 개,28 개,1 대,5000,500,None,25000,None,None
81,서울 마포구 00동,.,50 개,. 개,. 대,.,.,.,2억4천5백,2호선 홍대입구역,None
82,서울 강남구 00동,.,30 개,. 개,.. 대,.,.,.,2억,2호선 강남역,None
83,서울 종로구 00동,.,55 개,. 개,. 대,.,.,.,2억,4호선 혜화역,None
84,서울 강남구 00동,.,29 개,. 개,. 대,.,.,.,2억5천,2호선 강남역,None
85,서울 강동구 00동,.,54 개,. 개,. 대,.,.,.,2억,5호선 강동역,None
86,서울 광진구 00동,170.91,41 개,13 개,00 대,4000,420,없음,2억,None,None
87,서울 중구 00동,126.88,29 개,29 개,00 대,3000,220,20,2억,None,None
88,서울 강남구 00동,218.48,40 개,19 개,00 대,6000,315,없음,2억,None,None
89,서울 영등포구 00동,174.47,34 개,29 개,00 대,7000,378,없음,1억,None,None
90,서울 서초구 00동,229.65,40 개,25 개,00 대,6000,575,없음,2억,None,None
91,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,시설비저렴,None,None
92,서울 구로구 00동,340,40 개,24 개,1 대,4000,360,별도,17000,None,None
93,서울 강동구 00동,390,35 개,35 개,1 대,5000,580,None,27000,None,None
94,서울 송파구 00동,330,35 개,21 개,00 대,5000,470,None,2억2천,None,None
95,서울 마포구 00동,543,54 개,31 개,00 대,15000,1082,None,25000,None,None
96,서울 강동구 00동,261,31 개,7 개,00 대,3000,360,None,13800,None,None
97,서울 강동구 00동,399.58,31 개,개,1 대,10000,755,None,21,None,None
98,서울 강동구 00동,261,31 개,7 개,00 대,3000,360,None,13800,None,None
99,서울 강동구 00동,250,31 개,개,00 대,3천,360,None,1억3천8백,None,None
100,서울 서대문구 00동,238.78,36 개,37 개,없음 대,3000,450,없음,2억1천,None,None
101,서울 강남구 00동,303.14,35 개,18 개,00 대,5000,638,포함,2억5천,None,None
102,서울 서초구 00동,211.8,35 개,16 개,없음 대,3천,433,없음,2억5천,None,None
103,서울 강동구 00동,395.17,33 개,개,00 대,2500,250,포함,10500,None,None
104,서울 동작구 00동,465.3,48 개,23 개,2 대,5천,462,46,2억9천,None,None
105,서울 중구 00동,344.34,57 개,개,00 대,16500,600,없음,19500,None,None
106,서울 동작구 00동,381.76,54 개,29 개,없음 대,9천,515,없음,3억6천,None,None
107,서울 종로구 00동,313.08,39 개,개,00 대,7000,600,없음,12000,None,None
108,서울 영등포구 대림동,.,52 개,3 개,00 대,8000,800,None,1억1000,None,None
109,서울 동작구 00동,295,33 개,개,00 대,4000,490,None,25000,None,None
110,서울 강남구 서초동,.,22 개,개,00 대,1000,125,20,9000,None,None
111,서울 관악구 00동,230,35 개,개,00 대,4000,240,None,9000,None,None
112,서울 양천구 목동,.,32 개,개,00 대,3000,340,None,2억4000,None,None
113,서울 영등포구 00동,295,30 개,개,00 대,4000,300,None,26000,None,None
114,서울 관악구 00동,230,36 개,개,00 대,5000,300,None,18000,None,None
115,서울 동작구 00동,00,30 개,개,00 대,,400,None,20000,None,None
116,서울 동작구 00동,217,개,개,00 대,3000,200,없음,7000,None,None
117,서울 송파구 00동,297.5,35 개,개,00 대,50000,470,None,23000,None,None
118,서울 서대문구 00동,250.25,25 개,3 개,X 대,1천5백,180,없음,8천5백,None,None
119,서울 종로구 00동,250,개,개,00 대,,520,없음,1억8000,None,None
120,서울 강남구 역삼동,322.64,38 개,23 개,00 대,6000,593,None,30000,None,None
121,서울 양천구 신정동,446.8,39 개,13 개,2 대,9000,472,35,16000,None,None
122,서울 동대문구 회기동,141.47,36 개,36 개,2 대,7천,410,없음,2억8천5백,None,None
123,서울 강남구 도곡동,188.64,19 개,19 개,00 대,5000,320,None,20000,None,None
124,서울 성북구 00동,520,47 개,47 개,00 대,5천,680,50,3억2천,None,None
125,서울 강북구 미아동,380.88,50 개,6 개,X 대,5천,308,63만원,1억2천,None,None
126,서울 서초구 서초동,404.23,50 개,31 개,00 대,8500,520,46,21000,None,None
127,서울 강서구 00동,323,40 개,개,00 대,3천,290,50,1억1천,None,None
128,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,22000,None,None
129,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
130,서울 노원구 00동,.,개,. 개,. 대,.44,.,.,2억6천,7호선 공릉역,None
131,서울 종로구 00동,.,38 개,. 개,. 대,.,.,.,1억8천5백,4호선 혜화역,None
132,서울 서초구 00동,.,27 개,. 개,. 대,.,.,.,2억7천,2호선 방배역,None
133,서울 양천구 00동,.,39 개,. 개,. 대,.,.,.,1억6천5백,5호선 신정역,None
134,서울 노원구 00동,.,52 개,. 개,. 대,.,.,.,2억9천5백,7호선,None
135,서울 중구 00동,380,42 개,42 개,00 대,6천,580,50,3억6천,None,None
136,서울 양천구 00동,294,30 개,30 개,00 대,4천,290,30,1억5천,None,None
137,서울 강남구 00동,460,48 개,48 개,00 대,1억2천,790,50,4억2천,None,None
138,서울 성동구 00동,376,42 개,42 개,00 대,4천,470,60,3억2천,None,None
139,서울 동작구 00동,.,33 개,33 개,00 대,9000,560,.,2억,None,None
140,서울 송파구 00동,.,35 개,20 개,00 대,6000,567,.,2억1000,None,None
141,서울 강남구 00동,.,개,29 개,00 대,6000,500,45만,2억5천,None,None
142,서울 종로구 00동,.,24 개,. 개,. 대,.,.,.,2억2천,1호선 종각역,None
143,서울 동작구 00동,.,21 개,. 개,. 대,.,.,.,1억3천,9호선 노량진역,None
144,서울 서초구 00동,.,개,50 개,00 대,1억3천,900,45만,4억2000,None,None
145,서울 강남구 00동,.,50 개,. 개,. 대,.,.,.,3억8천,2호선 강남역,None
146,서울 종로구 00동,.,38 개,. 개,. 대,.,.,.,1억8천5백,1호선 종각역,None
147,서울 강동구 00동,.,30 개,. 개,. 대,.,.,.,1억1천,5호선 명일역,None
148,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,시설비저렴,None,None
149,서울 구로구 00동,340,40 개,24 개,1 대,4000,360,별도,17000,None,None
150,서울 노원구 노원동,330,44 개,3 개,00 대,5000,293,None,7000,None,None
151,서울 중구 00동,157.52,26 개,개,00 대,4500,340,None,13500,None,None
152,서울 중구 명동,330,30 개,원30 개,00 대,3천,220,20,합2억7천,None,None
153,서울 구로구 대림역,360,40 개,원26 개,1 대,4천,380,30,합1억7천,None,None
154,서울 동작구 노량진동,430,24 개,큰24 개,1 대,7천,280,30,합2억4천,None,None
155,서울 광진구 구의동,420,42 개,42 개,1 대,4천,475,60,합3억2천,None,None
156,서울 중랑구 상봉동,390,30 개,원30 개,1 대,5천,370,10,합2억7천,None,None
157,서울 강남구 도곡역,370,40 개,문의 개,1 대,6천,330,None,합2억7천,None,None
158,서울 마포구 00동,430,39 개,39 개,00 대,11000,540,None,3억2천,None,None
159,서울 동대문구 00동,.,개,개,00 대,,.,None,2억8천,None,None
160,서울 서초구 00동,.,50 개,개,00 대,,.,None,2억2천,None,None
161,서울 도봉구 00동,390,40 개,개,32 대,4000,210,None,9000,None,None
162,서울 관악구 00동,00,37 개,개,00 대,6000,340,None,17000,None,None
163,서울 강남구 역삼동,303.14,37 개,18 개,00 대,5000,638,None,23000,None,None
164,서울 종로구 관철동,288.58,37 개,37 개,00 대,11000,594,None,30000,None,None
165,서울 강남구 00동,303.14,35 개,18 개,00 대,5000,638,포함,25000,None,None
166,서울 송파구 잠실본동,468.99,40 개,40 개,00 대,6천,735,무,4억,None,None
167,서울 중구 청계천로,358.02,32 개,32 개,00 대,5천,558,무,3억2천,None,None
168,서울 종로구 00동,166.65,개,개,00 대,4천,250,사용량에따라,2억2천,None,None
169,서울 영등포구 대방동,151.9,40 개,25 개,2 대,2천5백,330,없음,1억9천5백,None,None
170,서울 성북구 00동,193.2,35 개,6 개,00 대,4천,230,없음,7천,None,None
171,서울 강북구 00동,262.98,17 개,17 개,2 대,3000,250,None,16000,None,None
172,서울 성북구 길음동,297.09,36 개,36 개,X 대,7천5백,490,포함,2억7천5백,None,None
173,서울 서초구 서초동,203.7,40 개,26 개,2 대,6천,575,없음,2억,None,None
174,서울 강동구 00동,422.18,54 개,17 개,4 대,8000,500,포함,2억,None,None
175,서울 도봉구 00동,250,42 개,개,00 대,4000,210,None,9000,None,None
176,서울 서초구 00동,211.8,35 개,16 개,없음 대,3천,433,없음,2억5천,None,None
177,서울 마포구 00동,150평,개,개,00 대,9000,900,None,46000,None,None
178,서울 강남구 00동,303.14,35 개,개,00 대,5000,638,None,23000,None,None
179,서울 영등포구 00동,246.04,43 개,개,00 대,3500,260,None,1억,None,None
180,서울 종로구 낙원동,593.92,77 개,9 개,00 대,7000,620,None,19000,None,None
181,서울 강남구 00동,523.8,64 개,개,00 대,5000,750,None,29000,None,None
182,서울 송파구 문정동,277.44,29 개,16 개,00 대,3000,355,None,20000,None,None
183,서울 중구 00동,495,50 개,개,00 대,5000,500,None,3억7000,None,None
184,서울 송파구 00동,300,30 개,30 개,00 대,4천,390,60,2억3천,None,None
185,서울 동대문구 00동,330,30 개,30 개,00 대,5000,340,None,2억6000,None,None
186,서울 성북구 00동,520,47 개,47 개,00 대,5천,680,50,3억2천,None,None
187,서울 노원구 00동,500,55 개,개,00 대,6000,680,None,30000,None,None
188,서울 서대문구 00동,360,27 개,개,00 대,2억,550,None,3억4000,None,None
189,서울 동작구 00동,420,55 개,개,00 대,4000,500,None,21000,None,None
190,서울 동작구 00동,217,개,개,00 대,3000,200,없음,7000,None,None
191,서울 마포구 00동,150평,개,개,00 대,7000,480,None,45000,None,None
192,서울 관악구 00동,180,30 개,개,00 대,4000,240,None,9000,None,None
193,서울 동대문구 00동,120평,개,개,00 대,5000,500,None,31000,None,None
194,서울 강동구 성내동,422.18,54 개,15 개,00 대,8000,500,None,19000,None,None
195,서울 마포구 00동,410,39 개,39 개,00 대,1억1천,540,None,3억2천,None,None
196,서울 동대문구 00동,90평,개,개,00 대,5000,340,None,17000,None,None
197,서울 동대문구 00동,244,개,개,00 대,300,3000,2~3층/3층,11000,None,None
198,서울 동대문구 00동,110,개,개,00 대,6500,505,None,7000,None,None
199,서울 동대문구 00동,422,30중� 개,개,5 대,7000,410,None,28000,None,None
200,서울 종로구 00동,287,60개� 개,개,00 대,7000,600,None,36000,None,None
201,서울 종로구 00동,235,20 개,개,44 대,6000,300,None,15500,None,None
202,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
203,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,21000,None,None
204,서울 송파구 00동,330,35 개,21 개,00 대,5000,470,None,2억2천,None,None
205,서울 송파구 00동,313,30 개,30 개,00 대,5천,370,30,3억2천,None,None
206,서울 동작구 00동,328,35 개,35 개,00 대,1억5천,470,30,3억2천,None,None
207,서울 구로구 00동,462,41 개,41 개,00 대,5천,420,30,4억1천,None,None
208,서울 서대문구 00동,250.25,25 개,개,00 대,1500,180,None,8,None,None
209,서울 송파구 00동,330,35 개,21 개,00 대,5000,470,None,2억2천,None,None
210,서울 송파구 00동,330,35 개,21 개,00 대,5000,470,None,2억2천,None,None
211,서울 송파구 00동,330,35 개,21 개,00 대,5000,470,None,2억2천,None,None
212,서울 송파구 00동,330,35 개,21 개,00 대,5000,470,None,2억2천,None,None
213,서울 강남구 양재동,398,35 개,35 개,3 대,5000,700,None,28000,None,None
214,서울 서대문구 00동,.,☎ 개,. 개,. 대,.,.,.,4억8천,2호선 신촌역,None
215,서울 관악구 00동,.,39 개,. 개,. 대,.,.,.,1억9천,2호선 구로디지털역,None
216,서울 서대문구 00동,.,35 개,. 개,. 대,.,.,.,9천,2호선 신촌역,None
217,서울 강남구 00동,.,36 개,. 개,. 대,.,.,.,3억2천,2호선 역삼역,None
218,서울 동작구 00동,.,30 개,. 개,. 대,.,.,.,3억1천,9호선 노량진역,None
219,서울 광진구 중곡동,187,42 개,4 개,3 대,4000,250,없음,8000,None,None
220,서울 강서구 공항동,220,31 개,개,1 대,5000,160,None,7천만,5호선 송정역,None
221,서울 동대문구 이문동,489,36 개,37 개,4 대,7000,25000,없슴,25000,None,None
222,서울 강동구 00동,390,35 개,35 개,1 대,5000,580,None,27000,None,None
223,서울 구로구 00동,340,40 개,24 개,1 대,4000,360,별도,17000,None,None
224,서울 성북구 월곡동,264.4,42 개,2 개,2 대,4000,200,없슴,9000,None,None
225,서울 용산구 00동,561,50 개,개,1 대,500,700,None,1억4천만,4호선 숙대입구역,서울 숙명여자대학교
226,서울 금천구 00동,380,개,개,00 대,5000,400,None,17000,None,None
227,서울 노원구 00동,410,40 개,개,00 대,3000,400,None,18000,None,None
228,서울 종로구 숭인동,195,20 개,20 개,00 대,6천,300,별도,1억5천,None,None
229,서울 서대문구 창천동,238.78,37 개,37 개,00 대,3천6백,495,무,2억,None,None
230,서울 서초구 00동,403.30,50 개,개,00 대,8500,540,50,23,None,None
231,서울 영등포구 영등포동,390,40 개,13 개,1 대,2500,190,30,합1억7500,None,None
232,서울 동작구 노량진동,420,큰24 개,원24 개,1 대,8천,280,30,합2억4천,None,None
233,서울 강남구 서초동,390,40 개,원25 개,1 대,6천,490,50,합1억9500,None,None
234,서울 광진구 건대,420,42 개,원42 개,1 대,4천,475,60,합3억2천,None,None
235,서울 중구 명동,330,30 개,30 개,00 대,3,220,30,합2억7천,None,None
236,서울 동작구 00동,200.0,33 개,개,00 대,6000,300,없음,36000,None,None
237,서울 동작구 00동,465.3,77 개,개,00 대,5000,460,None,29000,None,None
238,서울 동작구 00,330,32 개,32 개,1 대,4000,340,None,2억2천,None,None
239,서울 강동구 00동,360,50 개,0 개,00 대,5000,470,None,1억8000,None,None
240,서울 종로구 숭인동,235.14,20 개,20 개,X 대,6천,330,40만원,1억6천5백,None,None
241,서울 성북구 삼선동,102.35,35 개,5 개,X 대,4천,250,없음,8천,None,None
242,서울 강북구 수유동,228.53,23 개,23 개,X 대,4천,200,없음,2억2천,None,None
243,서울 송파구 00동,00,40 개,개,00 대,3000,180,None,9000,None,None
244,서울 동작구 노량진동,122.5,39 개,39 개,X 대,5천,460,없음,2억7천,None,None
245,서울 영등포구 00동,380,57 개,개,00 대,5000,385,None,14000,None,None
246,서울 동대문구 청량리동,143.64,22 개,3 개,X 대,2천,165,없음,5천,None,None
247,서울 동작구 00동,575.5,50 개,개,00 대,5000,370,None,11500,None,None
248,서울 중구 00동,284,45 개,개,00 대,4400,320,None,10000,None,None
249,서울 노원구 00동,283,개,개,00 대,5000,300,10,5000,None,None
250,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,21000,None,None
251,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
252,서울 동대문구 00동,80평,개,개,00 대,2000,300,None,15000,None,None
253,서울 광진구 00동,190평,개,개,00 대,5억,600,None,8억,None,None
254,서울 금천구 00동,100평,개,개,00 대,5000,240,None,13000,None,None
255,서울 금천구 00동,110평,개,개,00 대,4천,390,None,4억,None,None
256,서울 서초구 00동,,50 개,개,00 대,1억3천,800,None,4억2천,None,None
257,서울 영등포구 00동,300,47 개,개,00 대,5천,440,20,1억6천,None,None
258,서울 영등포구 00동,300,47 개,개,00 대,5천,440,20,1억6천,None,None
259,서울 영등포구 00동,300,47 개,개,00 대,5천,440,20,1억6천,None,None
260,서울 영등포구 00동,300,47 개,개,00 대,5천,440,20,1억6천,None,None
261,서울 영등포구 00동,300,47 개,개,00 대,5천,440,20,1억6천,None,None
262,서울 양천구 00동,300.21,46 개,0 개,00 대,4000,255,None,11000,None,None
263,서울 마포구 00동,388.17,52 개,0 개,00 대,9000,810,None,45000,None,None
264,서울 영등포구 00동,400,39 개,개,00 대,1억,600,None,1억6000,None,None
265,서울 구로구 00동,340,40 개,20 개,00 대,5000,400,None,1억5000,None,None
266,서울 영등포구 00동,330,40 개,15 개,00 대,3200,370,None,1억4000,None,None
267,서울 관악구 00동,230,29 개,개,00 대,,240,30,6500,None,None
268,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,15000,None,None
269,서울 구로구 00동,340,40 개,24 개,1 대,4000,360,별도,17000,None,None
270,서울 강동구 00동,390,35 개,35 개,1 대,5000,580,None,27000,None,None
271,서울 동대문구 00동,210.31,31 개,6 개,00 대,3천,240,없음,9500,None,None
272,서울 서초구 00동,404.22,40 개,28 개,00 대,6천,520,사용량에따라,1억9500,None,None
273,서울 중구 00동,281.12,37 개,14 개,00 대,5000,450,72,2억,None,None
274,서울 중구 00동,126.88,29 개,29 개,00 대,3000,220,20,2억,None,None
275,서울 구로구 00동,166.65,27 개,12 개,00 대,5천,360,없음,1억,None,None
276,서울 송파구 00동,166.68,30 개,30 개,00 대,5000,400,없음,2억,None,None
277,서울 광진구 00동,340,40 개,11 개,2 대,4000,420,None,2억,None,None
278,서울 종로구 종각,3320,33 개,33 개,1 대,6000,360,None,3억2천,1호선 종각역,None
279,서울 성북구 00동,520,47 개,47 개,00 대,5천,680,50,3억2천,None,None
280,서울 동작구 00동,430,24 개,24 개,00 대,8천,270,30,2억3천,None,None
281,서울 종로구 00동,315,36 개,19 개,00 대,8000,520,None,2억,None,None
282,서울 중구 00동,320,35 개,35 개,1 대,5000,400,None,1억9천만,None,None
283,서울 송파구 00동,161.15,25 개,개,00 대,3000,215,없음,3000,None,None
284,서울 영등포구 00동,380,57 개,개,00 대,5000,385,없음,13000,None,None
285,서울 강동구 길동,240.3,28 개,17 개,X 대,3천,264,없음,1억7천,None,None
286,서울 송파구 풍납동,155.26,37 개,4 개,X 대,3천5백,350,없음,1억5천5백,None,None
287,서울 성동구 용답동,154,32 개,32 개,1 대,4천,280,20만원,2억7천,None,None
288,서울 서초구 00동,275.18,27 개,27 개,00 대,5000,420,25만원,25000,None,None
289,서울 중구 00동,417.6,37 개,37 개,00 대,6000,650,없음,22000,None,None
290,서울 중구 을지로,279.7,40 개,6 개,00 대,3000,350,None,12000,None,None
291,서울 강북구 00동,262.98,17 개,17 개,00 대,3000,250,없슴,17000,None,None
292,서울 종로구 관수동,265.12,40 개,40 개,00 대,7000,600,None,37000,None,None
293,서울 종로구 00동,175.86,20 개,개,00 대,4000,250,None,21000,None,None
294,서울 서초구 00동,00,53 개,개,00 대,10000,520,None,22000,None,None
295,서울 동작구 노량진동,253.41,30 개,30 개,00 대,5000,300,None,35000,None,None
296,서울 종로구 00동,250,개,개,00 대,8000,520,없음,1억8000,None,None
297,서울 종로구 00동,244,개,개,00 대,3000,300,없음,5500,None,None
298,서울 영등포구 영등포동,194.19,39 개,38 개,1 대,1억,665,포함,1억7천,None,None
299,서울 광진구 00동,360,43 개,40 개,00 대,5000,500,None,3억3000,None,None
300,서울 영등포구 00동,495,35 개,35 개,00 대,5000,450,별도,,None,None
301,서울 동작구 00동,180,25 개,개,00 대,5000,275,None,14000,None,None
302,서울 동작구 00동,240,40 개,개,00 대,2000,210,None,9000,None,None
303,서울 강남구 00동,303.8,개,개,00 대,5000,600,None,24000,None,None
304,서울 영등포구 00동,295,30 개,개,00 대,4000,300,None,26000,None,None
305,서울 노원구 00동,500,55 개,개,00 대,6000,680,None,30000,None,None
306,서울 관악구 00동,230,35 개,개,00 대,5000,330,None,18000,None,None
307,서울 마포구 00동,.,50 개,. 개,. 대,.,.,.,2억4천5백,2호선 홍대입구역,None
308,서울 구로구 00동,.,39 개,. 개,. 대,.,.,.,4억6천,7호선 가산디지털역,None
309,서울 영등포구 00동,.,40 개,. 개,. 대,.,.,.,1억1천,2호선 당산역,None
310,서울 용산구 00동,118.88,49 개,0 개,00 대,9000,500,None,13000,None,None
311,서울 중구 00동,298,43 개,39 개,2 대,7000,600,None,18000,None,None
312,서울 강동구 00동,422.18,54 개,17 개,4 대,8000,500,포함,2억,None,None
313,서울 송파구 00동,403,50 개,개,00 대,4천,450,50,1억7천5백,None,None
314,서울 강남구 00동,332,40 개,개,00 대,6천,470,50,1억9천5백,None,None
315,서울 중구 00동,380,42 개,42 개,00 대,6천,580,50,3억6천,None,None
316,서울 송파구 00동,300,30 개,30 개,00 대,4천,390,60,2억3천,None,None
317,서울 도봉구 00동,70평,개,개,00 대,3000,200,None,18000,None,None
318,서울 도봉구 00동,90평,개,개,00 대,7000,300,None,12000,None,None
319,서울 동작구 00동,135평,개,개,00 대,9000,550,None,36000,None,None
320,서울 동작구 00동,90평,개,개,00 대,4000,330,None,16000,None,None
321,서울 구로구 00동,105평,개,개,00 대,5000,420,None,1억,None,None
322,서울 중구 00동,.,개,개,00 대,,443,None,1억8천,None,None
323,서울 강동구 둔촌동,373.5,58 개,2 개,3 대,5000,330,65만원,13000,None,None
324,서울 성동구 00동,309.52,41 개,0 개,00 대,5000,370,None,12500,None,None
325,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,15000,None,None
326,서울 강동구 00동,390,35 개,35 개,1 대,5000,580,None,27000,None,None
327,서울 구로구 00동,340,40 개,24 개,1 대,4000,360,별도,17000,None,None
328,서울 강남구 00동,00,44 개,개,00 대,6000,570,None,23000,None,None
329,서울 관악구 00동,330,36 개,25 개,00 대,4000,450,None,2억,None,None
330,서울 은평구 00동,00,33 개,개,00 대,5000,490,None,23000,None,None
331,서울 영등포구 00동,249.9,40 개,0 개,00 대,3000,240,10,11000,None,None
