,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교
1048,서울 마포구 00동,290,39 개,개,00 대,8000,277,None,27000,None,None
1049,서울 강남구 00동,131평,개,개,00 대,15000,1050,None,36000,None,None
1050,서울 동작구 00동,239,40 개,개,00 대,2000,230,None,9500,None,None
1051,서울 관악구 00동,440,41 개,개,00 대,5000,330,None,14000,None,None
1052,서울 송파구 00동,530,44 개,개,00 대,8000,770,None,45000,None,None
1053,서울 은평구 00동,250,36 개,개,1 대,5000,200,None,5000,6호선 역촌역,None
1054,서울 영등포구 00동,220,47 개,개,00 대,7000,470,None,7000,None,None
1055,서울 송파구 00동,370,45 개,개,1 대,7000,700,None,30000,3호선,None
1056,서울 강남구 00동,300.,개,30 개,1 대,8000,500,None,24000,None,None
1057,서울 종로구 00동,250,36 개,21 개,없음 대,8000,470,없음,19000,None,None
1058,서울 송파구 00동,300.10,26 개,개,1 대,7000,500,20,14000,8호선 송파역,None
1059,서울 동작구 00동,245,38 개,개,00 대,5000,460,None,26000,None,None
1060,서울 강동구 00동,240.3,28 개,16 개,없음 대,3000,264,없음,17000,None,None
1061,서울 서초구 00동,332,40 개,개,00 대,6천,470,50,1억9천5백,None,None
1062,서울 강서구 00동,440,39 개,개,00 대,9천,470,30,1억7천,None,None
1063,서울 영등포구 00동,294.38,29 개,29 개,없음 대,4000,300,없음,25000,None,None
1064,서울 동작구 노량진동,245,38 개,38 개,00 대,5000,460,None,25000,None,None
1065,서울 강남구 00동,460,35 개,35 개,00 대,5천,590,50,2억3천,None,None
1066,서울 동작구 노량진동,172.62,44 개,44 개,X 대,6천,660,없음,3억8천,None,None
1067,서울 동작구 노량진동,172.59,23 개,22 개,00 대,5000,280,5,13000,None,None
1068,서울 동작구 노량진동,176.26,15 개,15 개,00 대,2000,220,None,9500,None,None
1069,서울 동작구 상도동,217.32,33 개,4 개,00 대,3000,220,None,6000,None,None
1070,서울 영등포구 대림동,174.47,34 개,29 개,X 대,7천,360,15만원,1억6천,None,None
1071,서울 동작구 사당동,321.5,50 개,3 개,00 대,5000,407,None,13000,None,None
1072,서울 강서구 00동,165.29,22 개,개,00 대,2000,110,문의,5000,None,None
1073,서울 용산구 00동,110,47 개,개,00 대,9000,440,None,13000,None,None
1074,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,21000,None,None
1075,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
1076,서울 중구 00동,330,23 개,23 개,00 대,5000,300,None,2억,None,None
1077,서울 성북구 00동,419,30 개,30 개,00 대,8000,310,None,협의,None,None
1078,서울 강남구 00동,360,40 개,0 개,00 대,5000,540,None,2억,None,None
1079,서울 영등포구 영등포동,390,40 개,원13 개,1 대,2500,230,None,합1억7천,None,None
1080,서울 마포구 합정동,390,40 개,17 개,1 대,5천,390,20,합1억7천,None,None
1081,서울 노원구 00동,320,34 개,개,00 대,8천,420,None,2억3천,None,None
1082,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
1083,서울 강남구 00동,332,38 개,개,00 대,6천,530,50,2억9천,None,None
1084,서울 종로구 00동,380,상담 개,개,00 대,4천5백,400,None,3억,None,None
1085,서울 종로구 00동,250,36 개,21 개,없음 대,8000,520,없음,19000,None,None
1086,서울 강서구 00동,323,개,개,00 대,3000,350,15,12,None,None
1087,서울 동대문구 00동,210.31,31 개,6 개,00 대,3천,240,없음,9300,None,None
1088,서울 구로구 00동,1665.65,27 개,12 개,00 대,5천,360,없음,9500,None,None
1089,서울 구로구 00동,340,40 개,27 개,1 대,4000,380,None,17000,None,None
1090,서울 구로구 00동,330,35 개,29 개,00 대,7000,390,None,시설비8000,None,None
1091,서울 종로구 00동,400,55 개,42 개,1 대,9000,580,50,19000,None,None
1092,서울 강동구 성내동,235.04,24 개,24 개,00 대,4천5백,132,무,1억6천,None,None
1093,서울 강남구 포이동,440,36 개,36 개,2 대,5천,670,30,합2억3천,None,None
1094,서울 금천구 00동,198,32 개,32 개,00 대,2억오천만,직영중,None,,None,None
1095,서울 종로구 숭인동,2005.11.03,20 개,20 개,00 대,6천,300,별도,1억5천,None,None
1096,서울 강남구 서초,390,28 개,큰28 개,1 대,7천,520,30,합2억2천,None,None
1097,서울 노원구 00동,326.91,29 개,29 개,2 대,5천,350,10만,2억7천,None,None
1098,서울 종로구 00동,212.96,24 개,24 개,없음 대,4000,286,포함,21000,None,None
1099,서울 중구 00동,304,39 개,7 개,00 대,4300,350,None,1억6천,None,None
1100,서울 광진구 00동,230,22 개,개,00 대,3천,220,None,2억2천,None,None
1101,서울 종로구 00동,310,33 개,개,00 대,4500,420,None,2억8천,None,None
1102,서울 동대문구 00동,262.99,31 개,개,없음 대,5000,376,없음,16000,None,None
1103,서울 서초구 00동,393.75,40 개,개,00 대,6000,578,없음,20000,None,None
1104,서울 구로구 00동,370,40 개,20 개,00 대,5000,400,None,1억6000,None,None
1105,서울 동대문구 00동,85평,개,개,00 대,5000,350,None,16000,None,None
1106,서울 강남구 00동,598,53 개,개,00 대,2억,상담,None,권리2억7000,None,None
1107,서울 강북구 00동,110평,32 개,32 개,노 대,5000,450,노,24000,4호선,None
1108,서울 중구 00동,400,60 개,개,00 대,9천,600,None,2억,None,None
1109,서울 노원구 00동,490,55 개,개,00 대,,600,None,2억6천,None,None
1110,서울 동작구 00동,552,57 개,57 개,1 대,1억,800,None,3억2천만,1호선 노량진역,None
1111,서울 관악구 00동,230,35 개,개,00 대,2500,230,None,5000,None,None
1112,서울 중랑구 00동,320,35 개,28 개,00 대,9천,420,None,2억4천,None,None
1113,서울 동작구 동작동,440,24 개,24 개,1 대,8천,280,20,합2억4천,None,None
1114,서울 구로구 구로동,360,40 개,26 개,1 대,4천,370,30,합1억7천,None,None
1115,서울 영등포구 00동,380,40 개,37 개,00 대,1억,500,None,1억6000,None,None
1116,서울 성동구 구의동,420,42 개,42 개,1 대,4천,490,63,합3억4천,None,None
1117,서울 금천구 00동,250,30 개,16 개,00 대,2000,220,None,1억3000,None,None
1118,서울 성북구 00동,200평,개,개,00 대,15000,1500,None,15000,None,None
1119,서울 동작구 00동,217,개,개,00 대,3000,200,없음,7000,None,None
1120,서울 강동구 00동,400,39 개,39 개,00 대,5천,600,None,3억1천,None,None
1121,서울 광진구 00동,390,43 개,43 개,00 대,5천,580,None,3억3천,None,None
1122,서울 구로구 00동,500,개,개,00 대,7000,450,사용량에 따라 부과,1억3000,None,None
1123,서울 강남구 00동,320,개,개,00 대,5천5백,440,None,1억6천,None,None
1124,서울 성북구 00동,85평,41 개,개,00 대,4000,220,None,9000,None,None
1125,서울 영등포구 00동,290,30 개,개,00 대,4000,330,None,25000,None,None
1126,서울 성북구 00동,85평,개,개,00 대,3000,150,None,14000,None,None
1127,서울 서대문구 00동,238.78,36 개,37 개,없음 대,3000,450,없음,21000,None,None
1128,서울 서초구 00동,211.8,개,개,00 대,3000,450,None,26000,None,None
1129,서울 서초구 00동,218.4,개,개,00 대,6000,578,None,19000,None,None
1130,서울 광진구 00동,480,개,개,00 대,4000,360,사용량에 따라 부과,1억1000,None,None
1131,서울 노원구 00동,283,개,개,00 대,5000,300,10,5000,None,None
1132,서울 강남구 00동,400,43 개,23 개,00 대,6000,640,None,3억5천,None,None
1133,서울 마포구 00동,373.8,34 개,개,00 대,3150,550,None,36000,None,None
1134,서울 동작구 00동,240,40 개,개,00 대,2000,230,None,9500,None,None
1135,서울 동작구 00동,180,24 개,24 개,00 대,5000,250,None,14000,None,None
1136,서울 종로구 관철동,243.83,40 개,6 개,X 대,3천,300,없음,6천,None,None
1137,서울 중랑구 00동,150,개,개,00 대,3000,190,190,7500,None,None
1138,서울 강서구 00동,100평,48 개,개,00 대,3000,250,None,8500,None,None
1139,서울 동작구 00동,376.7,58 개,58 개,없음 대,1억,800,없음,34000,None,None
1140,서울 동대문구 휘경동,368.51,32 개,32 개,1 대,1억,300,60만원,2억5천,None,None
1141,서울 노원구 공릉동,114.76,42 개,4 개,X 대,5천5백,290,없음,7천5백,None,None
1142,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,21000,None,None
1143,서울 용산구 00동,110,47 개,개,00 대,9000,440,None,13000,None,None
1144,서울 종로구 00동,100,개,개,00 대,8000,450,None,18000,None,None
1145,서울 마포구 00동,.,38 개,. 개,. 대,.,.,.,2억7천,2호선 신촌역,None
1146,서울 중구 광희동,396.1,28 개,28 개,1 대,6000,500,None,26500,None,None
1147,서울 서초구 00동,332,40 개,개,00 대,6천,490,30,1억9천5백,None,None
1148,서울 강남구 00동,332,40 개,개,00 대,6천,480,40,1억9천5백,None,None
1149,서울 동작구 00동,330,32 개,32 개,00 대,4천,290,None,2억8천,None,None
1150,서울 강남구 00동,500,48 개,48 개,00 대,1억2천,740,100,4억3천,None,None
1151,서울 영등포구 00동,332.07,35 개,35 개,없음 대,5000,500,없음,47000,None,None
1152,서울 강남구 00동,246,28 개,개,00 대,5500,480,7만원,16000,None,None
1153,서울 영등포구 00동,332.07,35 개,35 개,없음 대,5000,500,없음,47000,None,None
1154,서울 금천구 가산동,396.2,44 개,6 개,00 대,5000,400,70,11500,None,None
1155,서울 강남구 00동,00,개,개,00 대,8500,00,None,23000,None,None
1156,서울 광진구 00동,00,개,개,00 대,5000,400,None,25000,None,None
1157,서울 강동구 00동,120평,35 개,35 개,00 대,5000,550,None,29000,None,None
1158,서울 강동구 00동,413.36,31 개,31 개,00 대,10000,760,None,21000,None,None
1159,서울 강동구 00동,70평,31 개,7 개,00 대,3000,350,None,12000,None,None
1160,서울 강동구 00동,113평,57 개,개,00 대,5000,330,None,14000,None,None
1161,서울 구로구 00동,330,35 개,29 개,1 대,7000,390,None,시,None,None
1162,서울 관악구 00동,330,36 개,25 개,00 대,4000,450,None,2억,None,None
1163,서울 동대문구 광희동,371.44,28 개,28 개,1 대,6000,500,None,28000,None,None
1164,서울 강서구 00동,294,개,개,00 대,3000,300,사용량에 따라 부과,1억5000,None,None
1165,서울 종로구 00동,250,개,개,00 대,8000,520,사용량에 따라 부과,1억8000,None,None
1166,서울 서대문구 00동,420,40 개,40 개,00 대,1억2천,600,None,3억5천,None,None
1167,서울 강남구 00동,620,50 개,50 개,00 대,1억3천,840,None,4억8천,None,None
1168,서울 강남구 00동,310,31 개,31 개,00 대,5000,600,None,2억9천,None,None
1169,서울 영등포구 00동,320,29 개,29 개,00 대,4000,420,None,2억5천,None,None
1170,서울 강남구 강남구,132평,개,개,00 대,9천,855,None,4억3천,None,None
1171,서울 강남구 강남구,110평,개,개,00 대,5천5백,530,None,2억8천,None,None
1172,서울 송파구 송파구,110평,개,개,00 대,5천,380,None,3억3천,None,None
1173,서울 송파구 송파구,126평,36 개,개,00 대,4천5백,575,None,2억8천,None,None
1174,서울 동작구 00동,532,58 개,개,00 대,1억,800,None,3억6000,None,None
1175,서울 동대문구 00동,.,32 개,. 개,. 대,.,.,.,1억4천,1호선 회기역,None
1176,서울 강서구 00동,495.8,35 개,개,00 대,3000,290,문의,10000,None,None
1177,서울 종로구 00동,172,7 개,7 개,00 대,5억4천,1,None,8억8천,None,None
1178,서울 송파구 00동,00,개,개,00 대,,388,None,23000,None,None
1179,서울 구로구 00동,00,개,개,00 대,,430,None,17000,None,None
1180,서울 관악구 00동,140,개,개,00 대,,400,None,21000,None,None
1181,서울 구로구 00동,462,41 개,41 개,00 대,5천,420,30,4억1천,None,None
1182,서울 성동구 00동,376,42 개,42 개,00 대,4천,470,60,3억4천,None,None
1183,서울 송파구 00동,313,30 개,30 개,00 대,5천,370,30,3억3천,None,None
1184,서울 서대문구 00동,260,35 개,개,00 대,5000,535,None,16000,None,None
1185,서울 구로구 00동,330,35 개,29 개,1 대,7000,390,None,15000,None,None
1186,서울 구로구 00동,340,40 개,27 개,00 대,4000,380,None,17000,None,None
1187,서울 성동구 구의동,440,원42 개,원42 개,1 대,4천,490,63,합3억4천,None,None
1188,서울 마포구 신촌역,370,38 개,원20 개,1 대,8천,400,40,합2억7천,None,None
1189,서울 구로구 구로동,390,40 개,원26 개,1 대,4천,360,30,합1억7천,None,None
1190,서울 강남구 서초동,390,28 개,원28 개,1 대,7천,520,30,합2억2천,None,None
1191,서울 중랑구 중곡동,300,34 개,17 개,1 대,5천,350,35,합1억2천,None,None
1192,서울 성북구 00동,.,개,개,00 대,,440,None,2억,None,None
1193,서울 광진구 00동,.,개,개,00 대,,580,None,2억,None,None
1194,서울 동작구 00동,.,개,개,00 대,,392,None,2억2천,None,None
1195,서울 강남구 00동,310,31 개,31 개,00 대,5000,600,None,3억,None,None
1196,서울 송파구 송파구,129평,36 개,개,00 대,4천5백,585,None,2억8천,None,None
1197,서울 강동구 00동,440,30 개,개,00 대,10000,803,None,21000,None,None
1198,서울 동대문구 00동,231,개,개,00 대,4000,330,None,,5호선 답십리역,None
1199,서울 노원구 00동,280,개,개,00 대,5000,300,10,5000,None,None
1200,서울 중구 00동,378.75,개,개,00 대,,460,None,합,None,None
1201,서울 노원구 00동,130,67 개,개,00 대,7000,450,None,13000,None,None
1202,서울 강동구 00동,120평,31 개,개,00 대,10000,830,None,21000,None,None
1203,서울 강동구 00동,130평,. 개,개,00 대,8000,440,None,19000,None,None
1204,서울 강북구 미아동,218.8,30 개,4 개,X 대,3천5백,270,포함,7천,None,None
1205,서울 동작구 00동,334,30 개,개,00 대,4000,400,None,21000,None,None
1206,서울 동작구 상도동,266.13,36 개,8 개,X 대,5천5백,300,30만원,1억7천5백,None,None
1207,서울 서대문구 00동,238.78,41 개,개,00 대,3600,450,None,21000,None,None
1208,서울 강동구 둔촌동,374.98,57 개,6 개,6 대,5천,330,678.000원,1억4천5백,None,None
1209,서울 종로구 00동,320,개,개,00 대,4천5백,420,None,3억,None,None
1210,서울 마포구 00동,356.46,36 개,개,00 대,5000,500,None,26000,None,None
1211,서울 관악구 봉천동,194.05,54 개,24 개,1 대,6천5백,660,없음,1억8천,None,None
1212,서울 중구 을지로3가,152.33,41 개,13 개,X 대,4천3백,385,없음,1억7천,None,None
1213,서울 양천구 00동,310,개,개,00 대,9000,360,100,2억,None,None
1214,서울 종로구 00동,250,24 개,24 개,00 대,4000,260,None,2억2천만,1호선 종각역,None
1215,서울 종로구 00동,250,개,개,00 대,8000,520,없음,1억8000,None,None
1216,서울 서대문구 00동,300,35 개,37 개,4 대,3500,450,없음,2억,None,None
1217,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,21000,None,None
1218,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
1219,서울 종로구 00동,235.14,20 개,20 개,00 대,6000,300,45만원,16000,None,None
1220,서울 강서구 00동,45평,개,개,00 대,2000,110,None,5000,None,None
1221,서울 강서구 00동,80평,개,개,00 대,4000,220,None,13000,None,None
1222,서울 강서구 00동,90평,48 개,개,00 대,3000,280,None,8500,None,None
1223,서울 강서구 00동,90평,개,개,00 대,3000,330,None,12000,None,None
1224,서울 중구 00동,115평,37 개,37 개,00 대,3000,490,None,24000,None,None
1225,서울 강동구 00동,300,30 개,30 개,00 대,4천,390,60,2억3천,None,None
1226,서울 동작구 00동,430,24 개,24 개,00 대,8천,300,None,2억4천,None,None
1227,서울 송파구 00동,313,30 개,30 개,00 대,5천,370,30,3억3천,None,None
1228,서울 동작구 00동,180,15 개,개,00 대,2000,220,None,11000,None,None
1229,서울 영등포구 00동,219,46 개,개,00 대,7000,472,None,7000,None,None
1230,서울 관악구 00동,330,36 개,26 개,00 대,4000,450,None,2억,None,None
1231,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,시설비8000,None,None
1232,서울 종로구 00동,400,55 개,42 개,1 대,9000,580,50,19000,None,None
1233,서울 영등포구 00동,370,40 개,20 개,00 대,5000,400,None,1억6000,None,None
1234,서울 송파구 00동,*,개,개,00 대,,531,None,19000,None,None
1235,서울 금천구 00동,*,개,개,00 대,,*,None,7500,None,None
1236,서울 성동구 00동,*,개,개,00 대,,*,None,16000,None,None
1237,서울 강남구 00동,*,개,개,00 대,,480,None,14000,None,None
1238,서울 관악구 00동,220,35 개,개,00 대,2500,230,None,5000,None,None
1239,서울 중랑구 상봉,390,30 개,30 개,1 대,5천,370,None,합2억7천,None,None
1240,서울 구로구 구로동,390,40 개,원26 개,1 대,4천,395,30,합1억7천,None,None
1241,서울 강남구 서초동,390,큰28 개,원28 개,1 대,7천,490,50,합2억2천,None,None
1242,서울 동작구 동작동,440,24 개,24 개,1 대,8천,270,30,합2억4천,None,None
1243,서울 강남구 역삼동,288.55,29 개,29 개,3 대,6000,500,50,24000,2호선 역삼역,None
1244,서울 성동구 구의동,420,42 개,원42 개,1 대,4천,495,63만,합3억4천,None,None
1245,서울 마포구 00동,고시원,개,개,00 대,3000,340,None,16000,None,None
1246,서울 금천구 00동,510,45 개,13 개,00 대,6000,410,None,1억6천,None,None
1247,서울 강서구 00동,140,개,개,00 대,2000,180,없음,9500,None,None
1248,서울 강남구 00동,450,38 개,38 개,00 대,7천,630,None,2억8천,None,None
1249,서울 중구 00동,70평,개,28 개,00 대,4500,360,None,17000,None,None
1250,서울 강서구 00동,188,개,개,00 대,3000,290,없음,1억1000,None,None
1251,서울 금천구 00동,430,51 개,개,1 대,5천,230,None,1억3천,None,None
1252,서울 금천구 00동,450,37 개,37 개,1 대,5천,430,None,4억,None,None
1253,서울 강남구 00동,131평,50 개,27 개,00 대,15000,1050,None,36000,None,None
1254,서울 노원구 00동,300.48,34 개,개,00 대,8000,462,없음,23000,None,None
1255,서울 노원구 00동,280,개,개,00 대,5000,300,10,5000,None,None
1256,서울 양천구 00동,200,개,개,00 대,2500,185,없음,5500,None,None
1257,서울 양천구 00동,310,개,개,00 대,9000,360,100,2억,None,None
1258,서울 강동구 00동,330,37 개,37 개,1 대,,600,None,3억,None,None
1259,서울 동대문구 00동,100평,52 개,개,00 대,6500,480,None,7500,None,None
1260,서울 동대문구 00동,100평,52 개,개,00 대,6500,480,None,7500,None,None
1261,서울 영등포구 00동,60평,46 개,개,00 대,7000,475,None,7000,None,None
1262,서울 금천구 00동,100평,개,개,00 대,2000,220,None,13000,None,None
1263,서울 종로구 00동,350,38 개,개,00 대,8000,480,없음,1억,None,None
1264,서울 중구 00동,300,34 개,35 개,5 대,5000,420,None,2억9천,None,None
1265,서울 마포구 00동,290,39 개,개,00 대,8000,280,None,27000,None,None
1266,서울 동작구 00동,239,39 개,개,00 대,2000,230,None,9500,None,None
1267,서울 용산구 00동,260,개,개,00 대,4000,250,None,2억,None,None
1268,서울 양천구 00동,365,39 개,13 개,00 대,9000,472,None,21000,None,None
1269,서울 서대문구 00동,345,37 개,37 개,00 대,3600,450,None,24000,None,None
1270,서울 강남구 00동,530,50 개,30 개,00 대,15000,1100,None,42000,None,None
1271,서울 강남구 00동,368,29 개,29 개,00 대,5000,550,없음,31000,None,None
1272,서울 강남구 역삼동,332.64,38 개,20 개,2 대,6000,593,None,30000,2호선 강남역,None
1273,서울 관악구 00동,230,35 개,개,00 대,5000,330,None,18000,None,None
1274,서울 용산구 00동,356.64,46 개,개,00 대,9000,440,12만원,12500,None,None
1275,서울 용산구 00동,110,48 개,개,3 대,9000,450,None,12000,1호선 남영역,None
1276,서울 송파구 잠실동,341.36,38 개,38 개,2 대,7000,450,None,34000,2호선 신천역,None
1277,서울 강서구 00동,102.10,46 개,개,1 대,4000,241,None,10000,5호선 까치산역,None
1278,서울 광진구 00동,360,50 개,0 개,00 대,4500,370,10,1억2000,None,None
1279,서울 강남구 역삼동,432.03,36 개,36 개,00 대,15000,1200,None,34000,None,None
1280,서울 서대문구 00동,400,39 개,39 개,00 대,1억2천,570,None,3억5천,None,None
1281,서울 강동구 00동,120,35 개,개,00 대,5000,550,None,28000,None,None
1282,서울 동작구 00동,100,33 개,개,00 대,9000,510,None,21000,None,None
1283,서울 관악구 00동,300,35 개,개,00 대,5천,300,30,1억7천,None,None
1284,서울 강남구 00동,360,28 개,28 개,00 대,7천,490,50,2억2천,None,None
1285,서울 송파구 송파구,128평,개,개,00 대,4천5백,380,None,2억6천,None,None
1286,서울 강남구 강남구,126평,개,개,00 대,5천5백,530,None,2억8천,None,None
1287,서울 서초구 00동,211.8,35 개,개,00 대,3000,432,없음,25000,None,None
1288,서울 영등포구 00동,315,40 개,개,00 대,5천,370,30,1억6천,None,None
1289,서울 구로구 00동,462,41 개,41 개,3 대,5천,420,30,4억1천,None,None
1290,서울 영등포구 00동,219,46 개,개,00 대,10000,472,없음,7000,None,None
1291,서울 구로구 00동,265,30 개,개,00 대,3천,220,30,1억3천,None,None
1292,서울 관악구 00동,435,25 개,25 개,00 대,2억,370,30,5억5천,None,None
1293,서울 동작구 00동,330,32 개,32 개,00 대,4천,290,None,2억8천,None,None
1294,서울 영등포구 00동,220,48 개,개,00 대,7000,480,없음,7000,None,None
1295,서울 강남구 00동,150평,40 개,개,00 대,,650,None,3억2천,None,None
1296,서울 중구 00동,고시원,개,개,00 대,3000,275,None,26000,None,None
1297,서울 서초구 00동,고시원,53 개,개,가능 대,8500,520,46,22000,None,None
1298,서울 관악구 00동,330,36 개,25 개,00 대,4000,450,None,2억,None,None
1299,서울 중구 00동,500,45 개,44 개,1 대,4000,450,20,35000,None,None
1300,서울 영등포구 00동,330,35 개,29 개,00 대,7000,390,None,15000,None,None
1301,서울 강남구 강남구,118평,개,개,00 대,4천5백,570,X,3억,None,None
1302,서울 송파구 석촌동,307.5,37 개,4 개,X 대,3천1백,310,100만원,1억5천,None,None
1303,서울 영등포구 대림동,220,63 개,8 개,X 대,4천,800,10만원,1억,None,None
1304,서울 성북구 00동,181,22 개,개,00 대,3000,150,None,4300,4호선 성신여대입구역,None
1305,서울 양천구 목동,310.5,34 개,25 개,5 대,9천,360,100만원,2억,None,None
1306,서울 양천구 00동,446.8,39 개,개,00 대,8500,470,없음,15500,None,None
1307,서울 중구 00동,199,28 개,개,00 대,4500,340,None,15500,None,None
1308,서울 강동구 00동,400.46,35 개,35 개,00 대,5000,550,None,29000,None,None
1309,서울 강동구 00동,413,None,None,None,1억,770,None,21000,None,None
1310,서울 동작구 00동,None,54 개,29 개,없음 대,9000,515,없음,36000,None,None
1311,서울 도봉구 00동,381.76,개,개,00 대,None,None,None,13,None,None
1312,서울 마포구 00동,100평,38 개,23 개,00 대,8000,280,None,27000,None,None
1313,서울 서초구 00동,100평,35 개,16 개,없음 대,3000,440,없음,25000,None,None
1314,서울 서초구 00동,211.8,50 개,개,00 대,13000,800,사용량에 따라,42000,None,None
1315,서울 강남구 00동,498.87,31 개,개,00 대,4000,600,없음,29000,None,None
1316,서울 송파구 00동,269.3,28 개,개,00 대,6000,460,None,1억6천,None,None
1317,서울 중랑구 상봉,320,30 개,큰30 개,1 대,5천,390,20,합2억7천,None,None
1318,서울 서초구 서초동,390,28 개,28 개,1 대,5천,500,40,합2억2천,None,None
1319,서울 영등포구 영등포동,410,40 개,13 개,1 대,2500,200,30,합1억7처,None,None
1320,서울 송파구 송파동,370,31 개,31 개,1 대,5천,380,20,합3억2천,None,None
1321,서울 동작구 동작동,410,24 개,24 개,1 대,8천,280,30,합2억4천,None,None
1322,서울 중랑구 중곡,440,34 개,원17 개,1 대,5천,350,35,합1억2천,None,None
1323,서울 종로구 00동,300,개,개,00 대,8000,520,없음,1억8000,None,None
1324,서울 동작구 00동,250,35 개,35 개,00 대,1억5천,470,30,3억2천,None,None
1325,서울 강남구 서초동,328,22 개,개,00 대,1000,125,20,8000,None,None
1326,서울 영등포구 00동,.,28 개,개,00 대,3000,350,None,25000,None,None
1327,서울 서초구 양재동,300,개,개,00 대,3000,440,None,25000,None,None
1328,서울 강남구 00동,400,28 개,28 개,00 대,7천,490,50,2억2천,None,None
1329,서울 서대문구 00동,360,35 개,개,00 대,1억2천,585,None,3억5천,None,None
1330,서울 동작구 00동,365,개,개,00 대,,392,None,2억2천,None,None
1331,서울 노원구 00동,.,개,개,00 대,8천,420,None,2억3천,None,None
1332,서울 동작구 00동,300,23 개,23 개,00 대,5000,250,5,14000,None,None
1333,서울 마포구 노고산동,180,38 개,개,00 대,9000,277,None,27000,None,None
1334,서울 강서구 00동,307.19,개,개,00 대,3000,300,사용량에 따라 부과,1억5000,None,None
1335,서울 동작구 00동,294,33 개,개,00 대,9000,510,None,21000,None,None
1336,서울 강동구 00동,100,35 개,개,00 대,5000,550,None,28000,None,None
1337,서울 동작구 00동,120,37 개,37 개,00 대,5000,430,None,2억4000,None,None
1338,서울 강동구 00동,360,35 개,35 개,00 대,5000,605,문의,32000,None,None
1339,서울 강동구 00동,338.88,42 개,0 개,00 대,5000,400,None,1억2000,None,None
1340,서울 영등포구 00동,330,40 개,0 개,00 대,3000,250,None,1억8000,None,None
1341,서울 성북구 00동,360,65 개,6 개,5 대,1억,440,None,,None,None
1342,서울 동대문구 00동,650,36 개,36 개,00 대,7000,410,없슴,29500,None,None
1343,서울 서초구 00동,410.00,50 개,27 개,2 대,8000,550,50,2억3천,None,None
1344,서울 송파구 00동,.,38 개,28 개,1 대,6000,430,None,19500,None,None
1345,서울 종로구 00동,330,55 개,42 개,1 대,9000,580,50,19000,None,None
1346,서울 구로구 00동,400,40 개,27 개,1 대,4000,380,None,17000,None,None
1347,서울 영등포구 00동,340,40 개,22 개,00 대,5000,400,None,1억6000,None,None
1348,서울 영등포구 00동,370,39 개,15 개,00 대,3200,370,None,1억4000,None,None
1349,서울 관악구 00동,350,29 개,개,00 대,4000,240,30,6500,None,None
1350,서울 관악구 00동,230,36 개,26 개,00 대,4000,450,None,2억1000,None,None
1351,서울 종로구 00동,360,43 개,43 개,00 대,6천만,660,None,3억,None,None
1352,서울 관악구 00동,387.51,54 개,27 개,00 대,7천,650,None,1억5천,None,None
1353,서울 양천구 00동,519.39,개,개,00 대,2500,185,없음,5500,None,None
1354,서울 동작구 00동,200,32 개,개,00 대,4000,490,None,22000,None,None
1355,서울 마포구 00동,295,38 개,개,00 대,8000,300,150,28000,None,None
1356,서울 동작구 00동,290,32 개,32 개,00 대,4000,490,없슴,23000,None,None
1357,서울 광진구 00동,270,개,개,00 대,,580,None,2억,None,None
1358,서울 종로구 00,328,56 개,40 개,1 대,9000,580,별도,2억,None,None
1359,서울 관악구 00동,384.45,35 개,개,00 대,5000,330,40,18000,None,None
1360,서울 강동구 00동,220,개,개,00 대,None,None,None,29,None,None
1361,서울 강동구 00동,570.12,31 개,31 개,00 대,1억,760,None,21000,None,None
1362,서울 광진구 00동,413.36,78 개,개,00 대,5억,600,None,8억2천,None,None
1363,서울 성북구 00동,190평,개,개,00 대,,440,None,2억,None,None
1364,서울 동작구 00동,.,개,개,00 대,,392,None,2억2천,None,None
1365,서울 영등포구 00동,.,46 개,개,00 대,1억,450,None,1억,None,None
1366,서울 강동구 명일동,199,30 개,4 개,00 대,3000,350,190000,11000,None,None
1367,서울 광진구 화양동,261,36 개,5 개,X 대,2천5백,270,없음,8천,None,None
1368,서울 성동구 00동,115.14,개,개,00 대,,240,None,합,None,None
1369,서울 강동구 성내동,179.74,24 개,24 개,00 대,4천5백,132,무,1억6천,None,None
1370,서울 강동구 길동,235.04,42 개,4 개,5 대,3000,377,None,13000,None,None
1371,서울 강남구 압구정동,332.58,개,개,00 대,5500,480,None,18000,None,None
1372,서울 서초구 서초동,246,40 개,28 개,2 대,6천,575,없음,2억,None,None
1373,서울 강동구 길동,203.7,33 개,2 개,00 대,3000,208,None,13000,-선택사항- -지역-,None
1374,서울 동작구 00동,229.44,31 개,31 개,00 대,4천,300,30,2억2천,None,None
1375,서울 마포구 00동,310,36 개,개,00 대,5000,450,None,26000,None,None
1376,서울 강동구 둔촌동,352.4,57 개,4 개,5 대,5000,330,68,13000,None,None
