,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교
216,서울 중구 00동,528 , 50 개,  개,00 대,5000 만원, 700 , 00 ,3억3000,-선택사항- ,-선택사항-     
217,서울 동작구 00동,396 , 37 개, 37 개,00 대,5000 만원, 410 , 00 ,2억2000,-선택사항- ,-선택사항-     
218,서울 서대문구 00동,390.06 ,  개,  개,00 대,5000 만원, 380 , 00 ,,-선택사항- ,-선택사항-     
219,서울 강남구 00동,. , 29 개, . 개,. 대,. 만원, . , . ,2억,2호선 강남역,-선택사항-     
220,서울 서초구 00동,. , 43 개, . 개,. 대,. 만원, . , . ,2억5천,2호선 교대역,-선택사항-     
221,서울 송파구 00동,. , 38 개, . 개,. 대,. 만원, . , . ,1억1천,2호선 잠실역,-선택사항-     
222,서울 동작구 00동,. , 43 개, . 개,. 대,. 만원, . , . ,3억4천,2호선 사당역,-선택사항-     
223,서울 송파구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,4억2천,9호선 ,-선택사항-     
224,서울 구로구 00동,300 , 47 개,  개,00 대,5천 만원, 460 , 00 ,1억6천,-선택사항- ,-선택사항-     
225,서울 강남구 00동,430 , 43 개,  개,00 대,5천 만원, 650 , 00 ,3억5천,-선택사항- ,-선택사항-     
226,서울 동작구 00동,430 , 43 개,  개,00 대,5천 만원, 650 , 00 ,3억5천,-선택사항- ,-선택사항-     
227,서울 서초구 00동,430 , 43 개, 43 개,00 대,5천 만원, 650 , 00 ,3억5천,-선택사항- ,-선택사항-     
228,서울 강서구 00동,280 , 30 개,  개,00 대,3천 만원, 350 , 00 ,1억5천,-선택사항- ,-선택사항-     
229,서울 서초구 00동,430 , 43 개,  개,00 대,5천 만원, 717 , 00 ,3억9천,-선택사항- ,-선택사항-     
230,서울 서초구 00동,430 , 43 개,  개,00 대,5천 만원, 630 , 00 ,3억9천,-선택사항- ,-선택사항-     
231,서울 서초구 00동,430 , 43 개,  개,00 대,5천 만원, 630 , 00 ,3억9천,-선택사항- ,-선택사항-     
232,서울 금천구 00동,320 , 47 개,  개,00 대,5천 만원, 460 , 00 ,1억6천,-선택사항- ,-선택사항-     
233,서울 영등포구 신길동,380 , 55 개,  개,00 대,5000 만원, 385 , 00 ,14000,-선택사항- ,-선택사항-     
234,서울 서대문구 00동,199.68 , 31 개,  개,00 대,2000 만원, 230 , 00 ,11500,-선택사항- ,-선택사항-     
235,서울 중랑구 00동,285 , 34 개,  개,00 대,5천 만원, 370 , 00 ,1억1천5백,-선택사항- ,-선택사항-     
236,서울 강서구 00동,100평 ,  개,  개,00 대,3000 만원, 250 , 00 ,8500,-선택사항- ,-선택사항-     
237,서울 강서구 00동,50평 ,  개,  개,00 대,2000 만원, 100 , 00 ,5000,-선택사항- ,-선택사항-     
238,서울 강동구 00동,110평 ,  개,  개,00 대,5000 만원, 550 , 00 ,31000,-선택사항- ,-선택사항-     
239,서울 강동구 00동,113평 ,  개,  개,00 대,5000 만원, 330 , 00 ,14000,-선택사항- ,-선택사항-     
240,서울 강서구 00동,360 ,  개,  개,00 대, 만원, 300 , 00 ,1억1천,-선택사항- ,-선택사항-     
241,서울 중랑구 00동,250 , 33 개,  개,00 대,3000 만원, 200 , 00 ,7000,-선택사항- ,-선택사항-     
242,서울 관악구 00동,250 , 35 개,  개,00 대,3천 만원, 270 , 00 ,6천,-선택사항- ,-선택사항-     
243,서울 중구 00동,430 , 38 개, 38 개,00 대,6000 만원, 650 , 00 ,2.2억,-선택사항- ,-선택사항-     
244,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
245,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     
246,서울 구로구 00동,340 , 40 개, 24 개,1 대,4000 만원, 360 , 별도 ,17000,-선택사항- ,-선택사항-     
247,서울 구로구 00동,410 , 40 개,  개,00 대,6000 만원, 420 , 00 ,21000,-선택사항- ,-선택사항-     
248,서울 강동구 00동,390 , 37 개,  개,00 대,5000 만원, 410 , 00 ,19000,-선택사항- ,-선택사항-     
249,서울 노원구 00동,283 ,  개,  개,00 대,5000 만원, 300 , 10만원 ,5000,-선택사항- ,-선택사항-     
250,서울 동작구 00동,217 ,  개,  개,00 대,3000 만원, 200 , 없음 ,7000,-선택사항- ,-선택사항-     
251,서울 강동구 00,280 , 37 개,  개,1 대,2500 만원, 240 , 00 ,9천,-선택사항- ,-선택사항-     
252,서울 종로구 00,220 , 24 개, 24 개,1 대,4000 만원, 260 , 00 ,2억2천,-선택사항- ,-선택사항-     
253,서울 광진구 00동,00 ,  개,  개,00 대,00 만원, 0000 , 00 ,25000,-선택사항- ,-선택사항-     
254,서울 금천구 00동,230 , 35 개,  개,00 대,3000 만원, 240 , 00 ,6000,-선택사항- ,-선택사항-     
255,서울 노원구 00동,280 ,  개,  개,00 대,5000 만원, 300 , 10만원 ,5000,-선택사항- ,-선택사항-     
256,서울 송파구 00동,. , 32 개, . 개,. 대,. 만원, . , . ,1억5천5백,2호선 잠실역,-선택사항-     
257,서울 중랑구 00동,. , 49 개, . 개,. 대,. 만원, . , . ,1억3천,7호선 면목역,-선택사항-     
258,서울 강남구 00동,. , 60 개, . 개,. 대,. 만원, . , . ,2억9천,3호선 양재역,-선택사항-     
259,서울 영등포구 00동,. , 34 개, . 개,. 대,. 만원, . , . ,1억6천,2호선 대림역,-선택사항-     
260,서울 동대문구 00동,. , 29 개, . 개,. 대,. 만원, . , . ,1억5천,1호선 회기역,-선택사항-     
261,서울 서초구 00동,. , . 개,  개,. 대,5000 만원, 420 , . ,2억7천,-선택사항- ,-선택사항-     
262,서울 동대문구 00동,. , 58 개, 38 개,00 대,9000 만원, 580 , 65 ,2억,-선택사항- ,-선택사항-     
263,서울 송파구 00동,. , 36 개, 26 개,. 대,. 만원, 380 , . ,2억6천,-선택사항- ,-선택사항-     
264,서울 양천구 00동,. , 45 개, . 개,. 대,. 만원, 260 , . ,1억2천,-선택사항- ,-선택사항-     
265,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     
266,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
267,서울 중구 00동,420 , 38 개, 38 개,00 대,6000 만원, 650 , 00 ,2억2천,-선택사항- ,-선택사항-     
268,서울 강남구 00,340 , 40 개,  개,1 대,6000 만원, 300 , 00 ,2억6천,-선택사항- ,-선택사항-     
269,서울 광진구 00동,193.44 , 22 개, 22 개,00 대,3000 만원, 220 , 문의 ,22000,-선택사항- ,-선택사항-     
270,서울 종로구 00동,195.96 ,  개,  개,00 대, 만원, 375 , 00 ,합,-선택사항- ,-선택사항-     
271,서울 동작구 동작동,440 , 24 개, 큰24 개,1 대,7천 만원, 280 , 30 ,합2억4천,-선택사항- ,-선택사항-     
272,서울 영등포구 영등포동,390 , 40 개, 13 개,00 대,2500 만원, 190 , 30 ,합1억7천,-선택사항- ,-선택사항-     
273,서울 광진구 구의동,350 , 40 개, 10 개,1 대,400만 만원, 420 , 00 ,2억원,2호선 구의역,-선택사항-     
274,서울 송파구 송파동,360 , 50 개, 8 개,1 대,4천 만원, 445 , 60 ,합1억7500,-선택사항- ,-선택사항-     
275,서울 광진구 구의동,430 , 42 개, 원42 개,1 대,4천 만원, 475 , 60 ,합3억2천,-선택사항- ,-선택사항-     
276,서울 도봉구 00동,418.2 , 45 개, 2 개,1 대,4000 만원, 210 , 55 ,9000,-선택사항- ,-선택사항-     
277,서울 서대문구 00동,217 ,  개,  개,00 대,4천5백 만원, 240 , 00 ,,-선택사항- ,-선택사항-     
278,서울 노원구 00동,238 , 42 개, 6 개,00 대,5500 만원, 390 , 22 ,7000,-선택사항- ,-선택사항-     
279,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
280,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
281,서울 마포구 00동,390 , 38 개,  개,00 대,5000 만원, 420 , 00 ,21000,-선택사항- ,-선택사항-     
282,서울 강서구 00동,340 , 40 개,  개,1 대,4000 만원, 380 , 00 ,16000,-선택사항- ,-선택사항-     
283,서울 광진구 00동,236 , 40 개, 2 개,00 대,4000 만원, 280 , 없음 ,7000,-선택사항- ,-선택사항-     
284,서울 동작구 노량진동,172.62 , 44 개, 44 개,X 대,6천 만원, 660 , 없음 ,3억8천,-선택사항- ,-선택사항-     
285,서울 영등포구 대림동,174.47 , 34 개, 4 개,X 대,7천 만원, 360 , 15만원 ,1억6천,-선택사항- ,-선택사항-     
286,서울 종로구 관철동,243.83 , 40 개, 4 개,X 대,3천 만원, 300 , 없음 ,6천,-선택사항- ,-선택사항-     
287,서울 관악구 00동,330 , 36 개, 0 개,00 대,8000 만원, 340 , 00 ,1억6000,-선택사항- ,-선택사항-     
288,서울 동대문구 00동,360 , 30 개, 30 개,00 대,4000 만원, 240 , 00 ,2억8000,-선택사항- ,-선택사항-     
289,서울 종로구 00동,320 , 35 개, 35 개,00 대,5천 만원, 390 , 50 ,2억,-선택사항- ,-선택사항-     
290,서울 광진구 00동,360 , 43 개,  개,00 대,5000 만원, 380 , 00 ,,-선택사항- ,-선택사항-     
291,서울 노원구 공릉동,114.76 , 42 개, 6 개,X 대,5천5백 만원, 390 , 37만원 ,7천5백,-선택사항- ,-선택사항-     
292,서울 종로구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,2억8천,4호선 혜화역,-선택사항-     
293,서울 서초구 00동,. , 27 개, . 개,. 대,. 만원, . , . ,2억7천,2호선 강남역,-선택사항-     
294,서울 동작구 00동,328 , 35 개, 35 개,00 대,1억5천 만원, 470 , 30 ,3억2천,-선택사항- ,-선택사항-     
295,서울 송파구 00동,300 , 30 개, 30 개,00 대,4천 만원, 390 , 60 ,2억3천,-선택사항- ,-선택사항-     
296,서울 강남구 00동,500 , 48 개, 48 개,00 대,1억2천 만원, 740 , 100 ,4억2천,-선택사항- ,-선택사항-     
297,서울 성동구 00동,376 , 42 개, 42 개,00 대,4천 만원, 480 , 60 ,3억2천,-선택사항- ,-선택사항-     
298,서울 영등포구 00동,315 , 40 개,  개,00 대,5천 만원, 370 , 30 ,1억5천,-선택사항- ,-선택사항-     
299,서울 송파구 00,470 , 42 개, 42 개,00 대,6000 만원, 730 , 00 ,4억,-선택사항- ,-선택사항-     
300,서울 종로구 00,300 , 37 개, 37 개,00 대, 만원, 540 , 00 ,3억1천,-선택사항- ,-선택사항-     
301,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
302,서울 구로구 00동,340 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     
303,서울 중구 00동,420 , 38 개, 38 개,00 대,6000 만원, 600 , 50 ,2억2천,-선택사항- ,-선택사항-     
304,서울 관악구 00동,400 , 40 개,  개,00 대, 만원, 330 , 00 ,1억5천,-선택사항- ,-선택사항-     
305,서울 영등포구 00동,239 , 43 개, 0 개,00 대,4000 만원, 525 , 00 ,20000,-선택사항- ,-선택사항-     
306,서울 강북구 00동,395.97 , 46 개, 4 개,00 대,3000 만원, 320 , 5 ,10000,-선택사항- ,-선택사항-     
307,서울 관악구 00동,230 , 35 개,  개,00 대,3000 만원, 250 , 00 ,7000,-선택사항- ,-선택사항-     
308,서울 마포구 00동,400 , 40 개, 40 개,00 대,1억2천 만원, 560 , 00 ,3억5천,-선택사항- ,-선택사항-     
309,서울 영등포구 00동,300 , 30 개,  개,00 대,4000 만원, 300 , 00 ,25000,-선택사항- ,-선택사항-     
310,서울 송파구 00동,391.14 , 39 개, 39 개,1 대,6000 만원, 417 , 사용량에따라 ,43000,-선택사항- ,-선택사항-     
311,서울 관악구 00동,300 ,  개,  개,00 대,6000 만원, 350 , 00 ,1억7천,-선택사항- ,-선택사항-     
312,서울 중랑구 00동,312.24 , 33 개, 33 개,없음 대,8000 만원, 400 , 22 ,26000,-선택사항- ,-선택사항-     
313,서울 관악구 00동,300 ,  개,  개,00 대,6000 만원, 350 , 00 ,1억7천,-선택사항- ,-선택사항-     
314,서울 동대문구 00동,296.92 , 32 개, 없음 개,없음 대,3000 만원, 240 , 2 ,9000,-선택사항- ,-선택사항-     
315,서울 서대문구 00동,238.78 , 36 개, 36 개,없음 대,4000 만원, 495 , 없음 ,21000,-선택사항- ,-선택사항-     
316,서울 종로구 창경궁로,175.8 , 23 개, 23 개,00 대,4000 만원, 250 , 없음 ,20000,-선택사항- ,-선택사항-     
317,서울 광진구 중곡동,229.9 , 42 개, 7 개,00 대,4000 만원, 300 , 00 ,7000,-선택사항- ,-선택사항-     
318,서울 강북구 미아동,350 , 17 개, 17 개,00 대,3000 만원, 250 , 00 ,16000,-선택사항- ,-선택사항-     
319,서울 강남구 서초동,360 , 40 개, 원25 개,1 대,6천 만원, 490 , 40 ,합1억9500,-선택사항- ,-선택사항-     
320,서울 송파구 잠실본,974.36 , 40 개, 30 개,1 대,5000 만원, 450 , 없음 ,23000,-선택사항- ,-선택사항-     
321,서울 중랑구 00동,. ,  개,  개,00 대, 만원, 214 , 00 ,7천,-선택사항- ,-선택사항-     
322,서울 동작구 00동,. ,  개,  개,00 대, 만원, 392 , 00 ,2억,-선택사항- ,-선택사항-     
323,서울 관악구 00동,200 , 29 개,  개,00 대,4000 만원, 240 , 00 ,9000,-선택사항- ,-선택사항-     
324,서울 관악구 00동,250 , 35 개,  개,00 대,5000 만원, 330 , 00 ,17000,-선택사항- ,-선택사항-     
325,서울 중구 00동,466 , 56 개,  개,00 대,7천 만원, 700 , 00 ,3억3천만,-선택사항- ,-선택사항-     
326,서울 송파구 송파동,390 , 50 개, 8 개,1 대,5천 만원, 445 , 60 ,합1억7500,-선택사항- ,-선택사항-     
327,서울 구로구 00동,330 , 50 개,  개,00 대,2000 만원, 270 , 00 ,13000,-선택사항- ,-선택사항-     
328,서울 광진구 건대역,430 , 42 개, 원42 개,1 대,4천 만원, 475 , 60 ,합3억2천,-선택사항- ,-선택사항-     
329,서울 마포구 동교동,550 , 50 개, 50 개,1 대,1억 만원, 770 , 100 ,합4억3천,-선택사항- ,-선택사항-     
330,서울 종로구 00동,250 ,  개,  개,00 대,8000 만원, 520 , 없음 ,1억8000,-선택사항- ,-선택사항-     
331,서울 강북구 미아동,218.8 , 30 개, 4 개,X 대,3천5백 만원, 270 , 포함 ,7천,-선택사항- ,-선택사항-     
332,서울 강남구 00동,120평 ,  개,  개,00 대,4천 만원, 600 , 없음 ,2억8천,3호선 양재역,-선택사항-     
333,서울 동작구 상도동,266.13 , 36 개, 8 개,X 대,5천5백 만원, 300 , 30만원 ,1억7천5백,-선택사항- ,-선택사항-     
334,서울 도봉구 00동,80 , 41 개, 노 개,2 대,3000 만원, 270 , 00 ,9000,1호선 광운대역,-선택사항-     
335,서울 중구 00동,378.75 ,  개,  개,00 대, 만원, 420 , 00 ,합,-선택사항- ,-선택사항-     
336,서울 강동구 둔촌동,374.98 , 57 개, 6 개,6 대,5천 만원, 330 , 678.000원 ,1억4천5백,-선택사항- ,-선택사항-     
337,서울 서대문구 00동,238.78 , 36 개, 37 개,없음 대,3천 만원, 450 , 없음 ,2억1천,-선택사항- ,-선택사항-     
338,서울 강동구 00동,250 , 18 개,  개,2 대,2000 만원, 200 , 00 ,7000,-선택사항- ,-선택사항-     
339,서울 강동구 00동,240.3 , 28 개, 16 개,없음 대,3천 만원, 264 , 없음 ,1억7천,-선택사항- ,-선택사항-     
340,서울 종로구 00동,495 , 36 개,  개,00 대,5000 만원, 500 , 00 ,4억1000,-선택사항- ,-선택사항-     
341,서울 송파구 00동,298 ,  개,  개,00 대,6000 만원, 400 , 00 ,22000,-선택사항- ,-선택사항-     
342,서울 중랑구 00동,429 , 50 개, 0 개,00 대,6000 만원, 580 , 00 ,,-선택사항- ,-선택사항-     
343,서울 종로구 00동,298 , 29 개,  개,1 대,4000 만원, 200 , 00 ,17000,-선택사항- ,-선택사항-     
344,서울 동대문구 00동,490 ,  개,  개,00 대,5000 만원, 720 , 00 ,3억3000,-선택사항- ,-선택사항-     
345,서울 중구 을지로3가,152.33 , 41 개, 13 개,X 대,4천3백 만원, 385 , 없음 ,1억7천,-선택사항- ,-선택사항-     
346,서울 송파구 석촌동,307.5 , 37 개, 6 개,X 대,3천1백 만원, 310 , 100만원 ,1억5천,-선택사항- ,-선택사항-     
347,서울 중랑구 00동,377.13 , 44 개, 44 개,없음 대,6천 만원, 660 , 없음 ,3억7천,-선택사항- ,-선택사항-     
348,서울 강동구 00동,450 , 31 개,  개,00 대,3000 만원, 350 , 00 ,1억6000,-선택사항- ,-선택사항-     
349,서울 노원구 공릉동,344.28 , 42 개, 7 개,00 대,5500 만원, 429 , 22 ,7500,-선택사항- ,-선택사항-     
350,서울 강동구 00동,450 ,  31 개,  개,00 대,3000 만원, 3000 , 00 ,1억6000,-선택사항- ,-선택사항-     
351,서울 강북구 미아동,244.39 , 48 개, 7 개,00 대,3000 만원, 346 , 00 ,13000,4호선 미아역,-선택사항-     
352,서울 강동구 00동,450 , 31 개,  개,00 대,3000 만원,  350 , 00 ,1억6000,-선택사항- ,-선택사항-     
353,서울 강동구 00동,450 , 31 개,  개,00 대,3000 만원, 350 , 00 ,1억6000,-선택사항- ,-선택사항-     
354,서울 강동구 00동,450 , 31 개,  개,00 대,3000 만원, 350 , 00 ,1억6000,-선택사항- ,-선택사항-     
355,서울 동작구 00동,381.76 , 54 개, 29 개,없음 대,9천 만원, 515 , 없음 ,3억6천,-선택사항- ,-선택사항-     
356,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
357,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
358,서울 강동구 00동,413.36 ,  개,  개,00 대,10000 만원, 750 , 00 ,22000,-선택사항- ,-선택사항-     
359,서울 강남구 00동,495.92 ,  개,  개,00 대,15000 만원, 1050 , 00 ,37000,-선택사항- ,-선택사항-     
360,서울 강남구 00동,90평 ,  개,  개,00 대,4000 만원, 300 , 00 ,27000,-선택사항- ,-선택사항-     
361,서울 강남구 00동,373.9 ,  개,  개,00 대,,[' 만원'],None,6억,-선택사항- ,-선택사항-     
362,서울 종로구 00동,377.13 , 44 개, 44 개,00 대,6000 만원, 660 , 문의 ,38000,-선택사항- ,-선택사항-     
363,서울 관악구 00동,. , 36 개, . 개,. 대,. 만원, . , . ,2억2천,2호선 서울대입구역,-선택사항-     
364,서울 성동구 00동,. , 40 개, . 개,. 대,. 만원, . , . ,1억2천,2호선 왕십리역,-선택사항-     
365,서울 동대문구 00동,. , 36 개, . 개,. 대,. 만원, . , . ,1억5천,1호선 회기역,-선택사항-     
