고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
서울 서초구 00동,150평 ,  개,  개,00 대,13000 만원,800,0,45000,-선택사항- ,-선택사항-     ,13000,45000,0,800,0,45,45000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 마포구 00동,295, 29 개,  개,00 대,4000 만원,330,0,25000,-선택사항- ,-선택사항-     ,4000,25000,29,330,0,40,25000,40,96,3,3.4,4.4,8916,8916,8916,831,743,612,8340,7284,5712,695,607,476,33,29,22
서울 서대문구 00동,240, 36 개,  개,00 대,3600 만원,450,0,21000,-선택사항- ,-선택사항-     ,3600,21000,36,450,0,39,21000,39,120,3.3,3.8,5,7392,7392,7392,688,616,507,6348,5484,4176,529,457,348,30,26,19
서울 동작구 00동,420, 53 개,  개,00 대,4000 만원,500,0,21000,-선택사항- ,-선택사항-     ,4000,21000,53,500,0,38,21000,38,176,3.8,4.5,6.2,7224,7224,7224,672,602,495,5496,4656,3372,458,388,281,26,22,16
서울 금천구 00동,198, 29 개,  개,00 대,1500 만원,150, 없음 ,7500,-선택사항- ,-선택사항-     ,1500,7500,29,150,0,38,7500,38,96,6.1,8,15.2,2544,2544,2544,237,212,175,1236,936,492,103,78,41,16,12,6
서울 서대문구 00동,238.78, 41 개,  개,없음 대,3600 만원,450, 없음 ,20000,-선택사항- ,-선택사항-     ,3600,20000,41,450,0,39,20000,39,136,3.5,4.1,5.5,6960,6960,6960,649,580,478,5688,4860,3636,474,405,303,28,24,18
서울 도봉구 00동,297.38, 45 개,  개,00 대,7000 만원,320, 없음 ,11500,-선택사항- ,-선택사항-     ,7000,11500,45,320,0,32,11500,32,150,-239.6,-41.7,-18.8,1908,1908,1908,178,159,131,-48,-276,-612,-4,-23,-51,0,-2,-5
서울 관악구 봉천동,440, 37 개, 7 개,1 대,8천 만원,330,20,권리금7천,-선택사항- ,-선택사항-     ,8000,7000,37,330,20,33,7000,53,123,-2.7,-2.8,-2.8,-420,-420,-420,-39,-35,-29,-2580,-2532,-2460,-215,-211,-205,-36,-36,-35
서울 구로구 구로동,360, 40 개, 26 개,1 대,4천 만원,380,20,합1억7천,-선택사항- ,-선택사항-     ,4000,17000,40,380,20,36,17000,56,133,4.4,5.2,7.5,5520,5520,5520,514,460,379,3900,3252,2280,325,271,190,22,19,13
서울 동작구 동작동,440, 24 개, 24 개,1 대,8천 만원,280,20,2억7천,-선택사항- ,-선택사항-     ,8000,27000,24,280,20,38,27000,58,80,3.7,4.2,5.4,8064,8064,8064,752,672,554,7368,6408,4992,614,534,416,27,23,18
서울 중랑구 상봉동,360, 30 개, 30 개,1 대,5천 만원,380,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,380,30,32,27000,62,100,3.2,3.6,4.7,9348,9348,9348,870,779,641,8496,7404,5748,708,617,479,31,27,21
서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0,36,17000,36,133,4.1,4.9,6.7,5520,5520,5520,514,460,379,4140,3492,2520,345,291,210,24,20,14
서울 송파구 00동,330, 38 개, 28 개,1 대,6000 만원,430,0,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0,42,19500,42,126,4.4,5.2,7.2,5736,5736,5736,534,478,393,4392,3720,2700,366,310,225,22,19,13
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 동작구 노량진동,. ,  개,  개,00 대,5000 만원,460,0,2억6000,-선택사항- ,-선택사항-     ,5000,26000,0,460,0,38,26000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 성동구 하왕십리동,. ,  개,  개,00 대,5000 만원,486,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,0,486,0,38,12000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 강동구 00동,370, 57 개,  개,00 대,5000 만원,330,0,13000,-선택사항- ,-선택사항-     ,5000,13000,57,330,0,38,13000,38,190,12.3,19.7,216.7,3396,3396,3396,316,283,233,1056,660,60,88,55,5,8,5,0
서울 강동구 00동,260, 30 개,  개,00 대,3000 만원,350,0,12000,-선택사항- ,-선택사항-     ,3000,12000,30,350,0,38,12000,38,100,4.6,5.6,8.1,3816,3816,3816,356,318,262,2616,2160,1488,218,180,124,21,18,12
서울 강동구 00동,70평 ,  개,  개,00 대,3000 만원,200,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,200,0,38,8000,38,100,4.6,5.6,8.1,3816,3816,3816,356,318,262,2616,2160,1488,218,180,124,21,18,12
서울 강동구 00동,440, 32 개,  개,00 대,4300 만원,380,0,21000,-선택사항- ,-선택사항-     ,4300,21000,32,380,0,38,21000,38,106,3.4,3.9,5.1,7092,7092,7092,661,591,487,6204,5364,4116,517,447,343,29,25,19
서울 송파구 가락동,. ,  개,  개,00 대,3000 만원,214, 없음 ,5000,-선택사항- ,-선택사항-     ,3000,5000,0,214,0,42,5000,38,106,3.4,3.9,5.1,7092,7092,7092,661,591,487,6204,5364,4116,517,447,343,29,25,19
서울 강서구 00동,323, 40 개,  개,00 대,3천 만원,320,20,1억1천,-선택사항- ,-선택사항-     ,3000,11000,40,320,20,34,11000,54,133,7.1,9.5,19.9,3396,3396,3396,316,283,233,1548,1152,552,129,96,46,14,10,5
서울 서대문구 00동,202.31, 34 개,  개,00 대,5000 만원,270,50,19000,-선택사항- ,-선택사항-     ,5000,19000,34,270,50,39,19000,89,113,4.5,5.4,7.7,5940,5940,5940,554,495,408,4224,3516,2472,352,293,206,22,18,13
서울 관악구 00동,320, 38 개,  개,00 대,4천 만원,420,30,2억,-선택사항- ,-선택사항-     ,4000,20000,38,420,30,33,20000,63,126,3.8,4.4,6,6792,6792,6792,633,566,466,5328,4524,3324,444,377,277,26,22,16
서울 구로구 00동,265, 30 개,  개,00 대,3천 만원,220,30,1억3천,-선택사항- ,-선택사항-     ,3000,13000,30,220,30,36,13000,66,100,4.7,5.8,8.7,4248,4248,4248,395,354,291,2748,2256,1500,229,188,125,21,17,11
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,68,116,5.5,6.4,8.6,7224,7224,7224,672,602,495,5856,5016,3732,488,418,311,18,15,11
서울 강동구 00동,313, 30 개, 30 개,00 대,5천 만원,370,30,3억3천,-선택사항- ,-선택사항-     ,5000,33000,30,370,30,38,33000,68,100,2.9,3.3,4.2,11892,11892,11892,1108,991,816,11280,9876,7776,940,823,648,34,29,23
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,38,110,5.4,6.3,8.7,5100,5100,5100,475,425,350,3924,3324,2424,327,277,202,18,15,11
서울 영등포구 00동,317, 39 개,  개,00 대,3천 만원,190,20,1억8천,-선택사항- ,-선택사항-     ,3000,18000,39,190,20,38,18000,58,130,3.7,4.4,6,6372,6372,6372,593,531,437,4860,4116,2988,405,343,249,27,22,16
서울 강동구 00동,422, 50 개,  개,00 대,7천 만원,420,30,2억1천,-선택사항- ,-선택사항-     ,7000,21000,50,420,30,38,21000,68,166,5.5,6.7,10.1,5940,5940,5940,554,495,408,3840,3132,2088,320,261,174,18,14,9
서울 동작구 00동,430, 24 개, 24 개,00 대,8천 만원,300,0,2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,300,0,38,24000,38,80,3.9,4.5,5.7,6792,6792,6792,633,566,466,6180,5376,4176,515,448,348,25,22,17
서울 구로구 00동,462, 41 개, 41 개,3 대,5천 만원,420,30,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30,36,41000,66,136,2.8,3.2,4,15300,15300,15300,1425,1275,1050,14676,12876,10176,1223,1073,848,35,31,24
서울 동작구 00동,330, 32 개, 32 개,00 대,4천 만원,290,0,2억8천,-선택사항- ,-선택사항-     ,4000,28000,32,290,0,38,28000,38,106,2.9,3.3,4.2,10200,10200,10200,950,850,700,9672,8472,6672,806,706,556,34,30,23
서울 영등포구 00동,384.94, 34 개,  개,없음 대,7000 만원,380, 없음 ,16000,-선택사항- ,-선택사항-     ,7000,16000,34,380,0,38,16000,38,113,6.5,8,12,3816,3816,3816,356,318,262,2460,2004,1332,205,167,111,15,12,8
서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,392,0,38,22000,38,113,6.5,8,12,3816,3816,3816,356,318,262,2460,2004,1332,205,167,111,15,12,8
서울 관악구 00동,340, 37 개, 11 개,00 대,8000 만원,330,0,15000,-선택사항- ,-선택사항-     ,8000,15000,37,330,0,33,15000,33,123,10.3,13.7,26,2964,2964,2964,277,247,204,1452,1092,576,121,91,48,9,7,3
서울 송파구 00동,330, 38 개, 28 개,1 대,6000 만원,430,0,19500,-선택사항- ,-선택사항-     ,6000,19500,38,430,0,42,19500,42,126,4.4,5.2,7.2,5736,5736,5736,534,478,393,4392,3720,2700,366,310,225,22,19,13
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0,38,15000,38,116,7.7,9.7,15.8,3396,3396,3396,316,283,233,1944,1548,948,162,129,79,12,10,6
서울 송파구 00동,160, 25 개,  개,00 대,3000 만원,195,0,4200,-선택사항- ,-선택사항-     ,3000,4200,25,195,0,42,4200,42,83,-4.5,-4.2,-3.9,504,504,504,47,42,35,-936,-996,-1080,-78,-83,-90,-22,-23,-25
서울 광진구 00동,328.6,  개,  개,00 대, 만원,580,0,2억,-선택사항- ,-선택사항-     ,0,20000,0,580,0,39,20000,42,83,-4.5,-4.2,-3.9,504,504,504,47,42,35,-936,-996,-1080,-78,-83,-90,-22,-23,-25
서울 서대문구 00동,238.78, 37 개, 37 개,00 대, 만원,495, 없음 ,2억,-선택사항- ,-선택사항-     ,0,20000,37,495,0,39,20000,39,123,2.6,3.1,4,8496,8496,8496,791,708,583,7548,6552,5052,629,546,421,37,32,25
서울 강동구 00동,113평 ,  개,  개,00 대,5000 만원,330,0,14000,-선택사항- ,-선택사항-     ,5000,14000,0,330,0,38,14000,39,123,2.6,3.1,4,8496,8496,8496,791,708,583,7548,6552,5052,629,546,421,37,32,25
서울 강동구 길동,240.3, 28 개, 17 개,X 대,3천 만원,264, 없음 ,1억7천,-선택사항- ,-선택사항-     ,3000,17000,28,264,0,38,17000,38,93,3.3,3.9,5.1,5940,5940,5940,554,495,408,5076,4368,3324,423,364,277,29,25,19
서울 성북구 00동,423.14, 38 개, 36 개,00 대,4천 만원,480, 없음 ,2억9천,-선택사항- ,-선택사항-     ,4000,29000,38,480,0,37,29000,37,126,2.9,3.3,4.3,10620,10620,10620,989,885,729,9912,8664,6792,826,722,566,34,29,23
서울 종로구 00동,313.08, 39 개, 9 개,00 대,7천 만원,590, 없음 ,1억,-선택사항- ,-선택사항-     ,7000,10000,39,590,0,42,10000,42,130,-15.4,-12.6,-9.8,1272,1272,1272,118,106,87,-648,-792,-1020,-54,-66,-85,-6,-7,-10
서울 성북구 00동,287, 47 개,  개,00 대, 만원,150,0,13000,-선택사항- ,-선택사항-     ,0,13000,47,150,0,37,13000,37,156,3.4,4.1,5.8,5520,5520,5520,514,460,379,3852,3204,2232,321,267,186,29,24,17
서울 강동구 00동,260, 32 개,  개,00 대,350 만원,403,0,12000,-선택사항- ,-선택사항-     ,350,12000,32,403,0,38,12000,38,106,3.2,3.7,5.1,4944,4944,4944,461,412,339,3804,3216,2340,317,268,195,31,26,19
서울 영등포구 영등포구,126평 , 47 개, 21 개,00 대,5천 만원,390,0,1억5천,-선택사항- ,-선택사항-     ,5000,15000,47,390,0,38,15000,38,156,6.2,7.8,12.9,4248,4248,4248,395,354,291,2412,1920,1164,201,160,97,16,12,7
서울 영등포구 00동,315, 40 개,  개,00 대,5천 만원,370,30,1억6천,-선택사항- ,-선택사항-     ,5000,16000,40,370,30,38,16000,68,133,5.7,7.1,11.2,4668,4668,4668,435,389,320,2808,2256,1428,234,188,119,17,14,8
서울 강남구 강남구,108평 ,  개,  개,00 대,4천5백 만원,530,0,2억8천,-선택사항- ,-선택사항-     ,4500,28000,0,530,0,48,28000,68,133,5.7,7.1,11.2,4668,4668,4668,435,389,320,2808,2256,1428,234,188,119,17,14,8
서울 서대문구 00동,238.78,  개,  개,00 대,3600 만원,450, 없음 ,21000,-선택사항- ,-선택사항-     ,3600,21000,0,450,0,39,21000,68,133,5.7,7.1,11.2,4668,4668,4668,435,389,320,2808,2256,1428,234,188,119,17,14,8
서울 서대문구 연희동,110, 31 개,  개,00 대,2000 만원,250, 없음 ,11000,-선택사항- ,-선택사항-     ,2000,11000,31,250,0,39,11000,39,103,4.3,5.2,7.6,3816,3816,3816,356,318,262,2568,2112,1440,214,176,120,23,19,13
서울 동작구 노량진,2.3.4층 , 23 개,  개,00 대,5000 만원,222,0,합8500, , ,5000,8500,23,222,0,38,8500,38,76,29.5,78.7,-59,1476,1476,1476,138,123,102,288,108,-144,24,9,-12,3,1,-1
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,38,110,5.4,6.3,8.7,5100,5100,5100,475,425,350,3924,3324,2424,327,277,202,18,15,11
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,38,116,3.1,3.5,4.5,9768,9768,9768,910,814,670,9072,7920,6192,756,660,516,32,28,22
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,68,116,5.5,6.4,8.6,7224,7224,7224,672,602,495,5856,5016,3732,488,418,311,18,15,11
서울 동작구 00동,330, 32 개, 32 개,00 대,4천 만원,290,0,2억8천,-선택사항- ,-선택사항-     ,4000,28000,32,290,0,38,28000,38,106,2.9,3.3,4.2,10200,10200,10200,950,850,700,9672,8472,6672,806,706,556,34,30,23
"서울 도봉구 ,",100,  개,  개,00 대,7000 만원,295,0,13000,-선택사항- ,-선택사항-     ,7000,13000,0,295,0,32,13000,38,106,2.9,3.3,4.2,10200,10200,10200,950,850,700,9672,8472,6672,806,706,556,34,30,23
서울 강동구 00동,413.36,  개,  개,00 대,1억 만원,760,0,21000,-선택사항- ,-선택사항-     ,10000,21000,0,760,0,38,21000,38,106,2.9,3.3,4.2,10200,10200,10200,950,850,700,9672,8472,6672,806,706,556,34,30,23
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50,42,19000,92,183,13.2,20,99,4248,4248,4248,395,354,291,1440,948,192,120,79,16,7,4,1
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0,38,15000,38,116,7.7,9.7,15.8,3396,3396,3396,316,283,233,1944,1548,948,162,129,79,12,10,6
서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0,36,17000,36,133,4.1,4.9,6.7,5520,5520,5520,514,460,379,4140,3492,2520,345,291,210,24,20,14
서울 관악구 00동,340, 37 개, 11 개,00 대,8000 만원,330,0,15000,-선택사항- ,-선택사항-     ,8000,15000,37,330,0,33,15000,33,123,10.3,13.7,26,2964,2964,2964,277,247,204,1452,1092,576,121,91,48,9,7,3
서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,392,0,38,22000,33,123,10.3,13.7,26,2964,2964,2964,277,247,204,1452,1092,576,121,91,48,9,7,3
서울 마포구 00동,518.84, 57 개,  개,00 대,7000 만원,650, 없음 ,35000,-선택사항- ,-선택사항-     ,7000,35000,57,650,0,40,35000,40,190,3.3,3.8,5,11892,11892,11892,1108,991,816,10536,9132,7032,878,761,586,30,26,20
서울 중구 00동,372.15,  개,  개,00 대,3000 만원,250, 없음 ,19000,-선택사항- ,-선택사항-     ,3000,19000,0,250,0,41,19000,40,190,3.3,3.8,5,11892,11892,11892,1108,991,816,10536,9132,7032,878,761,586,30,26,20
서울 종로구 00동,518.84, 59 개, 40 개,00 대,9000 만원,580, 없음 ,20000,-선택사항- ,-선택사항-     ,9000,20000,59,580,0,42,20000,42,196,8.5,11,20.3,4668,4668,4668,435,389,320,2364,1812,984,197,151,82,11,9,4
서울 동작구 00동,328, 32 개,  개,00 대,4000 만원,460,10,22000,-선택사항- ,-선택사항-     ,4000,22000,32,460,10,38,22000,48,106,3.3,3.8,4.9,7644,7644,7644,712,637,525,6696,5796,4452,558,483,371,30,26,20
서울 동작구 00동,474.87, 38 개,  개,없음 대, 만원,500, 없음 ,26000,-선택사항- ,-선택사항-     ,0,26000,38,500,0,38,26000,38,126,2.5,2.9,3.6,11040,11040,11040,1029,920,758,10380,9072,7128,865,756,594,39,34,27
서울 중랑구 중곡동,300, 35 개, 원17 개,1 대,5천 만원,350,35,합1억2천,-선택사항- ,-선택사항-     ,5000,12000,35,350,35,32,12000,67,116,10.6,15.6,47.6,2964,2964,2964,277,247,204,1128,768,252,94,64,21,9,6,2
서울 종로구 동대문역,370, 33 개, 33 개,00 대,5천 만원,410,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,33,410,30,42,27000,72,110,3.3,3.8,4.9,9348,9348,9348,870,779,641,8256,7164,5508,688,597,459,30,26,20
서울 중랑구 상봉,390, 큰30 개, 30 개,1 대,5천 만원,380,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,380,30,32,27000,62,100,3.2,3.6,4.7,9348,9348,9348,870,779,641,8496,7404,5748,708,617,479,31,27,21
서울 성북구 00동,223.65, 28 개, 17 개,없음 대,4000 만원,200, 없음 ,18000,-선택사항- ,-선택사항-     ,4000,18000,28,200,0,37,18000,37,93,3.5,4.1,5.4,5940,5940,5940,554,495,408,5088,4380,3336,424,365,278,28,24,18
서울 강서구 00동,294,  개,  개,00 대,3000 만원,300, 사용량에 따라 부과 ,1억5000,-선택사항- ,-선택사항-     ,3000,15000,0,300,0,34,15000,37,93,3.5,4.1,5.4,5940,5940,5940,554,495,408,5088,4380,3336,424,365,278,28,24,18
서울 종로구 00동,430.61, 58 개, 44 개,없음 대,9000 만원,580, 65만 ,2억,-선택사항- ,-선택사항-     ,9000,20000,58,580,65,42,20000,107,193,12.3,18.7,83.3,4668,4668,4668,435,389,320,1620,1068,240,135,89,20,8,5,1
서울 동작구 00동,381.76, 54 개, 29 개,없음 대,9000 만원,515, 없음 ,36000,-선택사항- ,-선택사항-     ,9000,36000,54,515,0,38,36000,38,180,3.5,4.1,5.3,11472,11472,11472,1068,956,787,10200,8856,6828,850,738,569,28,24,18
서울 동작구 00동,222.74, 36 개, 36 개,없음 대,6000 만원,421, 없음 ,32000,-선택사항- ,-선택사항-     ,6000,32000,36,421,0,38,32000,38,120,3.1,3.5,4.4,11040,11040,11040,1029,920,758,10452,9144,7200,871,762,600,32,28,22
서울 송파구 송파구,105평 ,  개,  개,00 대,4천5백 만원,380,0,3억2천,-선택사항- ,-선택사항-     ,4500,32000,0,380,0,42,32000,38,120,3.1,3.5,4.4,11040,11040,11040,1029,920,758,10452,9144,7200,871,762,600,32,28,22
서울 강동구 성내동,235.04, 24 개, 24 개,00 대,4천5백 만원,132, 없음 ,1억6천5백,-선택사항- ,-선택사항-     ,4500,16500,24,132,0,38,16500,38,80,3.9,4.5,5.9,5100,5100,5100,475,425,350,4284,3684,2784,357,307,232,25,22,16
서울 영등포구 00동,320, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,38,26000,38,96,2.9,3.4,4.3,9348,9348,9348,870,779,641,8832,7740,6084,736,645,507,33,29,23
서울 영등포구 00동,320, 39 개,  개,00 대,3천 만원,230,0,1억8천,-선택사항- ,-선택사항-     ,3000,18000,39,230,0,38,18000,38,130,3.5,4.1,5.6,6372,6372,6372,593,531,437,5100,4356,3228,425,363,269,28,24,17
서울 양천구 00동,310,  개,  개,00 대,9000 만원,360,100,2억,-선택사항- ,-선택사항-     ,9000,20000,0,360,100,35,20000,38,130,3.5,4.1,5.6,6372,6372,6372,593,531,437,5100,4356,3228,425,363,269,28,24,17
서울 성동구 00동,376, 42 개, 42 개,00 대,4천 만원,470,60,3억3천,-선택사항- ,-선택사항-     ,4000,33000,42,470,60,38,33000,98,140,3,3.5,4.5,12324,12324,12324,1147,1027,845,10908,9468,7284,909,789,607,33,28,22
서울 노원구 00동,283,  개,  개,00 대,4000 만원,280,20,4000,-선택사항- ,-선택사항-     ,4000,4000,0,280,20,36,4000,98,140,3,3.5,4.5,12324,12324,12324,1147,1027,845,10908,9468,7284,909,789,607,33,28,22
서울 광진구 00동,328.6,  개,  개,00 대, 만원,580,0,합,-선택사항- ,-선택사항-     ,0,0,0,580,0,39,0,98,140,3,3.5,4.5,12324,12324,12324,1147,1027,845,10908,9468,7284,909,789,607,33,28,22
서울 종로구 인의동,279.36, 38 개, 7 개,00 대,5000 만원,320,0,1억2천5백,1호선 종로5가역,-선택사항-     ,5000,12500,38,320,0,42,12500,42,126,8.1,10.7,20.8,3180,3180,3180,296,265,218,1536,1164,600,128,97,50,12,9,4
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,38,110,5.4,6.3,8.7,5100,5100,5100,475,425,350,3924,3324,2424,327,277,202,18,15,11
서울 동작구 00동,. , 45 개, . 개,. 대,. 만원, . , . ,1억6천5백,9호선 노들역,-선택사항-     ,0,16500,45,0,0,38,16500,38,150,3,3.5,4.7,7008,7008,7008,653,584,481,5580,4752,3516,465,396,293,33,28,21
서울 영등포구 00동,315, 40 개, 20 개,00 대,5천 만원,370,30,1억6천,-선택사항- ,-선택사항-     ,5000,16000,40,370,30,38,16000,68,133,5.7,7.1,11.2,4668,4668,4668,435,389,320,2808,2256,1428,234,188,119,17,14,8
서울 강남구 00동,496, 50 개, 27 개,1 대,15000 만원,1050,0,39000,-선택사항- ,-선택사항-     ,15000,39000,50,1050,0,48,39000,48,166,4.4,5.1,6.7,10200,10200,10200,950,850,700,8832,7632,5832,736,636,486,22,19,14
서울 강남구 00동,300, 29 개,  개,00 대,5000 만원,500, 없음 ,29000,-선택사항- ,-선택사항-     ,5000,29000,29,500,0,48,29000,48,96,3,3.4,4.3,10200,10200,10200,950,850,700,9672,8472,6672,806,706,556,33,29,23
